,证券代码,证券简称,上市年份,跟踪时间,日期,收盘价,股息率,五年股息率,PE_TTM,距离买点%,距离卖点%,五年ROE,三年估值范围,五年估值范围,数据修正,标准差倍数,五年平均每股分红,五年平均分红率,五年平均负债率,买入日期,买入价格,买入PE
0,600887.SH,伊利股份,1996,长期,20230403,28.99,3.3121,2.76,21.0281,8.0%,58.0%,24.44,19.07~37.33,19.7~35.0,,1.75,0.8,69.39,51.14,,,
1,002507.SZ,涪陵榨菜,2010,长期,20230403,25.16,1.3911,1.15,24.8476,8.5%,45.5%,21.59,23.58~55.8,22.0~52.24,,1.75,0.29,39.39,16.1,20230203.0,26.743,25.28
2,000895.SZ,双汇发展,1998,长期,20230403,25.98,7.3056,5.5,16.0138,14.0%,58.0%,30.9,14.34~28.42,13.63~26.37,,1.5,1.43,92.66,34.59,20230208.0,25.173,15.86
3,600036.SH,招商银行,2002,长期,20230403,34.37,4.4283,3.35,6.2807,14.5%,43.0%,15.51,5.03~14.97,5.98~13.92,,2.0,1.15,31.07,91.57,,,
4,603568.SH,伟明环保,2015,,20230403,18.66,0.5359,1.39,19.9386,16.0%,60.5%,25.51,16.7~32.88,17.52~32.56,,2.0,0.26,27.33,43.46,,,
5,600885.SH,宏发股份,1996,,20230403,32.61,0.9397,1.07,27.259,20.0%,48.5%,16.79,26.82~57.58,19.6~54.18,,1.75,0.35,30.75,33.39,,,
6,002032.SZ,苏泊尔,2004,,20230403,53.6,5.9241,1.96,20.9628,21.0%,56.0%,28.57,15.79~36.67,18.97~37.51,,1.5,1.05,45.55,42.99,,,
7,000848.SZ,承德露露,1997,,20230403,8.9,,3.93,16.2443,22.5%,66.5%,22.17,12.87~24.55,13.61~24.13,,1.75,0.35,81.07,31.26,,,
8,600519.SH,贵州茅台,2001,长期,20230403,1802.07,2.4186,0.93,36.0951,23.5%,64.5%,32.37,34.69~56.85,25.24~54.28,,1.5,16.71,51.72,24.38,,,
9,603288.SH,海天味业,2014,长期,20230403,77.2,0.895,1.22,53.9548,24.5%,58.5%,33.46,46.67~95.59,40.05~87.69,,1.5,0.94,55.97,30.65,,,
10,300628.SZ,亿联网络,2017,,20230403,74.0,1.0819,1.39,30.5473,26.0%,51.0%,28.96,26.16~61.16,22.44~56.96,,1.75,1.03,43.03,8.28,,,
11,300482.SZ,万孚生物,2015,,20230403,31.12,0.9599,1.12,11.5569,27.5%,18.0%,21.49,8.49~59.46,9.7~67.92,修正标准差,2.25,0.35,27.39,24.92,,,
12,300357.SZ,我武生物,2014,,20230403,47.21,0.4258,0.51,63.2808,31.0%,49.5%,24.02,54.73~131.87,43.03~120.53,,1.5,0.24,31.29,5.72,,,
13,000333.SZ,美的集团,2013,长期,20230403,54.69,3.0515,2.71,12.9324,33.0%,52.0%,25.21,9.24~25.78,10.12~23.94,,1.75,1.48,43.94,65.34,,,
14,600298.SH,安琪酵母,2000,长期,20230403,40.78,1.1749,1.03,26.821,33.5%,59.5%,21.99,21.1~46.12,19.13~43.47,,2.0,0.42,34.31,46.8,,,
15,002884.SZ,凌霄泵业,2017,,20230403,16.1,6.2112,6.96,12.2401,34.5%,52.0%,20.71,10.32~23.7,8.07~23.07,,2.0,1.12,74.54,8.45,,,
16,000049.SZ,德赛电池,1995,,20230403,43.43,1.7322,1.36,14.3174,34.5%,54.5%,25.27,10.32~26.56,10.89~25.13,,2.0,0.59,23.65,70.97,,,
17,002508.SZ,老板电器,2010,,20230403,29.2,1.7034,2.09,22.6627,43.5%,91.0%,24.01,16.98~24.98,14.7~24.46,,1.5,0.61,39.35,34.91,,,
18,000538.SZ,云南白药,1993,长期,20230403,54.92,2.0802,4.37,32.8822,45.0%,83.5%,14.5,23.33~39.91,21.89~38.43,,1.75,2.4,73.32,29.85,,,
19,002841.SZ,视源股份,2017,,20230403,76.4,1.1197,0.99,25.8899,50.5%,47.5%,32.54,15.87~51.39,18.76~57.48,,2.0,0.76,34.38,47.02,20230209.0,64.33,21.91
20,600436.SH,片仔癀,2003,长期,20230403,281.88,0.4293,0.28,68.8781,53.5%,56.5%,24.1,54.46~126.02,38.04~114.88,,1.5,0.79,31.76,20.16,,,
21,600085.SH,同仁堂,1997,长期,20230403,53.4,0.5431,0.69,51.3648,55.0%,94.5%,11.77,36.02~54.1,30.54~53.58,,1.75,0.37,48.2,30.18,,,
22,603899.SH,晨光股份,2015,长期,20230403,50.04,1.2001,0.82,36.1679,56.5%,53.5%,26.23,21.82~70.28,24.28~63.82,,1.75,0.41,35.76,39.98,,,
23,603866.SH,桃李面包,2015,,20230403,15.96,2.6853,5.51,33.2412,58.0%,61.5%,18.9,19.16~53.08,23.12~53.64,,2.0,0.88,78.95,16.76,,,
24,300015.SZ,爱尔眼科,2009,长期,20230403,30.05,0.3008,0.6,80.5612,61.0%,45.5%,20.49,54.7~185.86,45.87~166.59,,1.75,0.18,41.94,39.14,,,
25,002304.SZ,洋河股份,2009,,20230403,166.6,1.8001,1.77,26.803,62.0%,64.0%,21.82,19.84~42.88,14.11~40.31,,1.75,2.95,59.95,32.33,,,
26,600612.SH,老凤祥,1992,,20230403,53.33,2.7189,2.25,16.4072,65.0%,78.0%,21.21,9.45~20.37,10.45~21.55,,2.0,1.2,45.31,51.38,,,
27,600600.SH,青岛啤酒,1993,长期,20230403,118.79,0.9262,0.56,43.6738,66.0%,68.0%,10.23,28.19~65.59,24.48~61.98,,2.0,0.66,44.87,46.37,,,
28,603833.SH,欧派家居,2017,,20230403,127.35,1.3742,0.91,30.5103,66.5%,65.5%,22.46,19.29~46.93,17.39~45.93,,2.0,1.16,30.31,35.64,,,
29,002867.SZ,周大生,2017,,20230403,15.66,3.1628,3.19,14.9311,68.5%,58.0%,21.77,8.3~25.18,9.45~25.85,,2.0,0.5,38.02,21.25,,,
30,603360.SH,百傲化学,2017,,20230403,16.77,,3.4,10.1851,70.5%,38.5%,23.28,9.07~20.87,4.44~34.72,,2.0,0.57,64.62,18.77,,,
31,000661.SZ,长春高新,1996,长期,20230403,162.59,0.489,0.52,15.8937,73.5%,20.5%,24.93,10.19~71.3,8.3~79.56,修正标准差,1.75,0.84,12.95,28.62,,,
32,002415.SZ,海康威视,2010,,20230403,42.43,2.1368,1.65,30.9742,81.5%,78.0%,30.75,16.5~40.62,17.59~38.43,,1.5,0.7,51.53,39.23,,,
33,601318.SH,中国平安,2007,长期,20230403,45.68,5.2133,2.91,9.9678,82.5%,72.0%,18.87,5.18~13.22,5.76~14.38,,2.25,1.33,19.94,89.53,,,
34,000858.SZ,五粮液,1998,长期,20230403,195.19,1.5487,1.11,29.0968,83.0%,51.5%,23.54,18.28~58.6,14.0~53.3,,1.75,2.16,50.18,24.79,,,
35,603589.SH,口子窖,2015,,20230403,69.58,2.1445,1.85,23.4743,84.5%,72.0%,23.49,12.86~33.02,12.53~31.99,,2.0,1.29,51.89,28.32,,,
36,603369.SH,今世缘,2014,,20230403,65.17,0.8998,0.63,33.8984,87.5%,73.5%,20.74,20.45~47.57,16.08~44.3,,1.75,0.41,35.75,30.0,,,
37,603707.SH,健友股份,2017,,20230403,15.92,0.7248,1.13,22.9519,92.5%,31.0%,21.5,11.41~72.87,12.47~72.53,,2.25,0.18,22.01,35.86,,,
38,603605.SH,珀莱雅,2017,,20230403,178.4,0.3418,0.33,71.5277,97.0%,76.0%,20.52,56.53~90.97,26.68~96.52,,2.0,0.58,30.36,35.45,,,
39,603848.SH,好太太,2017,,20230403,14.78,1.6915,1.56,23.3226,99.5%,77.5%,20.09,13.98~25.56,10.0~36.16,,2.0,0.23,34.0,21.27,,,
40,002916.SZ,深南电路,2017,,20230403,93.69,1.014,0.92,29.3045,103.5%,46.5%,21.79,12.89~59.91,16.27~64.47,,2.25,0.86,31.74,53.79,,,
41,603043.SH,广州酒家,2017,,20230403,29.98,1.3306,1.23,32.7679,113.5%,74.5%,21.02,14.26~45.46,16.52~42.24,,2.0,0.37,38.18,26.29,,,
42,603868.SH,飞科电器,2016,,20230403,81.7,1.224,1.47,40.4459,119.0%,92.0%,28.59,22.69~44.69,15.53~42.59,,1.75,1.2,71.06,27.71,,,
43,600276.SH,恒瑞医药,2000,长期,20230403,42.56,0.3759,0.45,77.6484,120.5%,76.5%,21.4,31.99~103.17,38.94~98.96,,2.0,0.19,17.99,10.67,20210810.0,57.559,56.74
44,603338.SH,浙江鼎力,2015,长期,20230403,55.34,0.6144,0.61,27.178,125.0%,39.0%,19.68,10.02~72.9,15.16~66.16,,2.25,0.34,19.81,31.38,20230130.0,51.596,
45,300529.SZ,健帆生物,2016,,20230403,30.17,2.9422,2.25,27.3947,131.5%,29.0%,30.4,8.52~95.2,19.26~88.6,,1.75,0.68,60.1,17.78,20230202.0,34.897,23.21
46,600809.SH,山西汾酒,1994,长期,20230403,267.82,0.6721,0.32,43.319,150.5%,41.0%,30.23,28.22~109.14,12.43~98.53,,1.75,0.85,37.42,47.02,,,
47,603387.SH,基蛋生物,2017,,20230403,13.32,1.8233,2.93,13.7088,153.0%,34.5%,21.38,4.98~36.92,5.91~42.47,,2.0,0.39,30.7,18.17,20230217.0,13.253,10.88
48,002271.SZ,东方雨虹,2008,,20230403,35.01,0.8535,0.77,27.7124,156.5%,60.0%,22.73,16.28~46.38,8.07~44.91,,2.25,0.27,20.63,51.15,,,
49,300726.SZ,宏达电子,2017,,20230403,47.1,1.2739,0.59,22.775,159.0%,30.0%,20.73,7.11~76.49,11.49~72.43,,2.25,0.28,29.87,12.76,,,
50,300638.SZ,广和通,2017,,20230403,24.32,0.5393,1.07,42.2072,169.5%,47.5%,20.09,14.58~85.54,16.84~91.7,,2.5,0.26,26.93,46.39,,,
51,002833.SZ,弘亚数控,2016,,20230403,18.42,2.0164,2.71,16.4346,172.0%,46.0%,24.75,5.21~36.53,7.16~33.88,,2.0,0.5,27.21,23.72,,,
52,002236.SZ,大华股份,2008,,20230403,24.45,1.0902,0.78,27.75,183.5%,115.0%,21.5,10.4~22.36,9.19~25.97,,2.25,0.19,18.56,47.45,,,
53,300450.SZ,先导智能,2015,,20230403,40.05,1.2465,0.72,27.9256,196.5%,23.0%,21.81,6.87~139.21,14.89~104.26,修正标准差,2.25,0.29,31.15,57.7,,,
54,002901.SZ,大博医疗,2017,,20230403,35.95,1.4013,1.56,34.4371,203.5%,45.5%,30.19,9.14~77.68,14.88~72.2,,1.75,0.56,48.95,17.49,,,
55,600690.SH,海尔智家,1993,,20230403,22.28,2.0432,1.71,14.3071,208.0%,40.5%,19.31,6.03~37.43,3.77~33.13,,2.0,0.38,34.95,66.12,,,
56,603444.SH,吉比特,2017,,20230403,523.99,5.7253,1.74,25.7774,217.0%,62.0%,29.83,8.37~43.13,7.87~39.11,,1.75,9.12,67.13,23.01,,,
57,603638.SH,艾迪精密,2017,,20230403,18.34,0.6554,0.98,62.9086,221.5%,70.0%,21.72,29.34~91.24,14.65~87.09,,2.25,0.18,23.53,29.89,,,
58,300630.SZ,普利制药,2017,,20230403,27.56,0.694,0.69,24.9556,233.0%,28.5%,23.04,10.6~74.24,5.78~102.4,,2.25,0.19,20.24,30.0,,,
59,300595.SZ,欧普康视,2017,,20230403,32.6,0.4264,0.49,46.7687,322.0%,27.5%,26.56,18.35~179.79,7.92~158.46,,2.0,0.16,19.24,11.79,,,
60,000651.SZ,格力电器,1996,长期,20230403,37.26,10.5916,5.53,8.1571,335.5%,35.0%,23.67,1.37~24.13,2.95~21.53,,2.0,2.06,46.15,61.2,,,
61,300571.SZ,平治信息,2016,,20230403,46.53,0.2364,0.47,34.8642,512.0%,82.5%,32.07,13.74~34.7,3.59~52.83,,2.25,0.22,14.21,56.17,,,
62,600763.SH,通策医疗,1996,,20230403,126.3,,0.06,67.7335,652.0%,33.5%,20.27,18.56~214.44,5.94~187.46,,2.0,0.08,17.52,34.43,,,
63,603180.SH,金牌厨柜,2017,,20230403,39.7,2.6722,2.34,22.241,680.5%,68.5%,21.88,8.27~27.29,1.72~39.04,,2.25,0.93,32.75,48.19,,,
