,证券代码,证券简称,上市年份,跟踪时间,日期,收盘价,股息率,五年股息率,PE_TTM,距离买点%,距离卖点%,五年ROE,三年估值范围,五年估值范围,数据修正,标准差倍数,五年平均每股分红,五年平均分红率,五年平均负债率,买入日期,买入价格,买入PE
0,002507.SZ,涪陵榨菜,2010,长期,20230324,25.12,1.3933,1.15,24.8081,7.5%,45.5%,21.59,23.88~55.74,22.12~52.24,,1.75,0.29,39.39,16.1,20230203.0,26.743,25.28
1,600887.SH,伊利股份,1996,长期,20230324,29.13,3.2962,2.75,21.1296,8.0%,58.0%,24.44,19.17~37.31,19.76~35.0,,1.75,0.8,69.39,51.14,,,
2,600036.SH,招商银行,2002,长期,20230324,34.43,4.4206,3.34,6.2916,13.5%,43.5%,15.51,5.09~14.95,6.04~13.9,,2.0,1.15,31.07,91.57,,,
3,000895.SZ,双汇发展,1998,长期,20230324,25.38,7.4783,5.63,16.0498,14.0%,58.0%,30.9,14.43~28.45,13.65~26.39,,1.5,1.43,92.66,34.59,20230208.0,25.173,15.86
4,603568.SH,伟明环保,2015,,20230324,18.59,0.5379,1.4,19.8638,15.0%,60.0%,25.51,16.78~32.98,17.58~32.58,,2.0,0.26,27.33,43.46,,,
5,603288.SH,海天味业,2014,长期,20230324,74.94,0.9219,1.25,52.3753,20.5%,56.5%,33.46,46.82~95.58,39.99~87.73,,1.5,0.94,55.97,30.65,,,
6,000848.SZ,承德露露,1997,,20230324,8.75,,4.0,15.9705,20.5%,65.5%,22.17,12.85~24.55,13.64~24.16,,1.75,0.35,81.07,31.26,,,
7,300482.SZ,万孚生物,2015,,20230324,31.55,0.9468,1.11,11.246,22.5%,17.0%,21.49,8.61~60.29,9.74~68.22,修正标准差,2.25,0.35,27.39,24.92,,,
8,000333.SZ,美的集团,2013,长期,20230324,52.09,3.2038,2.84,12.3176,26.5%,49.0%,25.21,9.27~25.77,10.17~23.97,,1.75,1.48,43.94,65.34,,,
9,002032.SZ,苏泊尔,2004,,20230324,56.29,5.641,1.87,22.0148,26.5%,58.5%,28.57,15.87~36.73,19.01~37.53,,1.5,1.05,45.55,42.99,,,
10,600885.SH,宏发股份,1996,,20230324,33.78,0.9071,1.04,29.1075,28.0%,51.5%,16.79,26.91~57.53,19.64~54.2,,1.75,0.35,30.75,33.39,,,
11,600519.SH,贵州茅台,2001,长期,20230324,1778.62,2.4505,0.94,37.4921,28.0%,67.0%,32.37,34.61~56.87,25.2~54.3,,1.5,16.71,51.72,24.38,,,
12,002884.SZ,凌霄泵业,2017,,20230324,15.87,6.3012,7.06,12.0652,32.5%,51.0%,20.71,10.37~23.69,8.09~23.13,,2.0,1.12,74.54,8.45,,,
13,000049.SZ,德赛电池,1995,,20230324,42.89,1.754,1.38,14.1394,32.5%,54.5%,25.27,10.35~26.55,10.91~25.17,,2.0,0.59,23.65,70.97,,,
