,证券代码,证券简称,上市年份,跟踪时间,日期,收盘价,股息率,五年股息率,PE_TTM,距离买点%,距离卖点%,五年ROE,三年估值范围,五年估值范围,数据修正,标准差倍数,五年平均每股分红,五年平均分红率,五年平均负债率,买入日期,买入价格,买入PE
0,300628.SZ,亿联网络,2017,,20230421,59.02,1.3565,1.75,24.3636,2.5%,40.5%,28.96,25.54~61.32,22.23~57.01,,1.75,1.03,43.03,8.28,,,
1,600887.SH,伊利股份,1996,长期,20230421,28.0,3.4292,2.86,20.31,5.5%,55.5%,24.44,18.83~37.39,19.52~35.02,,1.75,0.8,69.39,51.14,,,
2,002507.SZ,涪陵榨菜,2010,长期,20230421,24.31,1.4397,1.19,24.0082,7.0%,44.0%,21.59,22.91~55.81,21.68~52.2,,1.75,0.29,39.39,16.1,20230203.0,26.743,25.28
3,603568.SH,伟明环保,2015,,20230421,17.6,0.5682,1.48,18.806,10.5%,57.0%,25.51,16.6~32.54,17.39~32.45,,2.0,0.26,27.33,43.46,,,
4,603288.SH,海天味业,2014,长期,20230421,71.19,0.9705,1.32,49.7544,15.0%,54.0%,33.46,46.2~95.64,40.22~87.68,,1.5,0.94,55.97,30.65,,,
5,000895.SZ,双汇发展,1998,长期,20230421,26.17,7.2526,5.46,16.1309,16.5%,58.5%,30.9,14.14~28.3,13.55~26.37,,1.5,1.43,92.66,34.59,20230208.0,25.173,15.86
6,600036.SH,招商银行,2002,长期,20230421,34.5,4.4116,3.33,6.3044,17.5%,43.5%,15.51,4.89~15.01,5.87~13.95,,2.0,1.15,31.07,91.57,,,
7,600885.SH,宏发股份,1996,,20230421,31.52,0.9722,1.11,26.3479,17.5%,46.5%,16.79,26.43~57.73,19.51~54.21,,1.75,0.35,30.75,33.39,,,
8,600519.SH,贵州茅台,2001,长期,20230421,1725.47,2.526,0.97,34.5608,18.0%,61.5%,32.37,34.61~56.87,25.31~54.29,,1.5,16.71,51.72,24.38,,,
9,002032.SZ,苏泊尔,2004,,20230421,52.05,6.1146,2.02,20.3095,18.5%,54.5%,28.57,15.6~36.56,18.81~37.51,,1.5,1.05,45.55,42.99,,,
10,000848.SZ,承德露露,1997,,20230421,8.99,,3.89,16.0777,21.0%,65.5%,22.17,12.9~24.54,13.53~24.07,,1.75,0.35,81.07,31.26,,,
11,300482.SZ,万孚生物,2015,,20230421,29.36,1.0174,1.19,10.9033,22.5%,17.0%,21.49,8.22~57.5,9.57~67.01,修正标准差,2.25,0.35,27.39,24.92,,,
12,000049.SZ,德赛电池,1995,,20230421,39.82,1.8892,1.48,13.7629,30.5%,52.5%,25.27,10.23~26.59,10.8~25.04,,2.0,0.59,23.65,70.97,,,
13,600298.SH,安琪酵母,2000,长期,20230421,39.98,1.1984,1.05,26.2948,32.0%,58.0%,21.99,20.85~46.15,19.02~43.46,,2.0,0.42,34.31,46.8,,,
14,002508.SZ,老板电器,2010,,20230421,27.13,1.8334,2.25,21.0561,33.0%,85.0%,24.01,17.1~25.02,14.7~24.46,,1.5,0.61,39.35,34.91,,,
15,002841.SZ,视源股份,2017,,20230421,68.33,1.252,1.11,23.1552,36.5%,42.5%,32.54,15.61~51.41,18.46~57.24,,2.0,0.76,34.38,47.02,20230209.0,64.33,21.91
16,000333.SZ,美的集团,2013,长期,20230421,56.85,2.9253,2.6,13.4913,40.5%,54.0%,25.21,9.17~25.79,10.03~23.89,,1.75,1.48,43.94,65.34,,,
17,600436.SH,片仔癀,2003,长期,20230421,269.16,0.4495,0.29,63.6136,41.0%,52.5%,24.1,54.92~125.9,38.07~114.91,,1.5,0.79,31.76,20.16,,,
18,603866.SH,桃李面包,2015,,20230421,13.88,3.0877,6.34,29.8028,42.0%,55.5%,18.9,19.13~52.49,22.96~53.48,,2.0,0.88,78.95,16.76,,,
19,603899.SH,晨光股份,2015,长期,20230421,44.9,1.3375,0.91,32.4528,42.5%,48.0%,26.23,21.47~70.25,24.11~63.81,,1.75,0.41,35.76,39.98,,,
20,603605.SH,珀莱雅,2017,,20230421,164.0,0.3718,0.35,53.6294,44.5%,56.5%,20.52,56.5~91.0,27.56~96.36,,2.0,0.58,30.36,35.45,,,
21,000538.SZ,云南白药,1993,长期,20230421,54.97,2.0783,4.37,32.9122,44.5%,83.5%,14.5,23.56~39.94,21.89~38.47,,1.75,2.4,73.32,29.85,,,
22,002304.SZ,洋河股份,2009,,20230421,149.96,1.9998,1.97,24.126,45.0%,57.5%,21.82,20.26~42.68,14.1~40.3,,1.75,2.95,59.95,32.33,,,
23,002884.SZ,凌霄泵业,2017,,20230421,15.59,6.4144,7.18,13.2158,45.5%,56.0%,20.71,10.3~23.7,8.09~22.85,,2.0,1.12,74.54,8.45,,,
24,300357.SZ,我武生物,2014,,20230421,44.48,0.4519,0.54,71.108,47.5%,56.0%,24.02,54.03~131.89,43.3~120.52,,1.5,0.24,31.29,5.72,,,
25,300015.SZ,爱尔眼科,2009,长期,20230421,28.29,0.3195,0.64,75.8428,53.0%,42.5%,20.49,54.07~185.93,45.68~166.62,,1.75,0.18,41.94,39.14,,,
26,603360.SH,百傲化学,2017,,20230421,14.52,,3.93,8.8186,55.0%,33.5%,23.28,8.8~20.84,4.19~34.55,,2.0,0.57,64.62,18.77,,,
27,603833.SH,欧派家居,2017,,20230421,120.56,1.4516,0.96,28.8836,55.5%,62.0%,22.46,19.54~46.88,17.59~45.35,,2.0,1.16,30.31,35.64,,,
28,603589.SH,口子窖,2015,,20230421,59.7,2.4994,2.16,20.141,56.0%,62.0%,23.49,13.21~32.89,12.52~31.84,,2.0,1.29,51.89,28.32,,,
29,600600.SH,青岛啤酒,1993,长期,20230421,114.35,0.9621,0.58,42.0414,58.5%,65.5%,10.23,28.65~65.45,24.45~61.95,,2.0,0.66,44.87,46.37,,,
30,600085.SH,同仁堂,1997,长期,20230421,55.08,0.5265,0.67,52.9808,59.0%,97.5%,11.77,36.47~54.31,30.48~53.74,,1.75,0.37,48.2,30.18,,,
31,000858.SZ,五粮液,1998,长期,20230421,172.0,1.7576,1.26,25.6399,62.5%,45.5%,23.54,18.14~58.64,13.92~53.3,,1.75,2.16,50.18,24.79,,,
32,603369.SH,今世缘,2014,,20230421,59.35,0.988,0.69,30.8711,69.0%,66.5%,20.74,20.7~47.56,16.28~44.34,,1.75,0.41,35.75,30.0,,,
33,002867.SZ,周大生,2017,,20230421,15.9,3.1151,3.14,15.1599,69.5%,59.5%,21.77,8.37~25.17,9.55~25.47,,2.0,0.5,38.02,21.25,,,
34,002415.SZ,海康威视,2010,,20230421,39.72,2.2826,1.76,30.0811,75.0%,75.5%,30.75,16.71~40.77,17.64~38.24,,1.5,0.7,51.53,39.23,,,
35,603848.SH,好太太,2017,,20230421,13.9,1.7986,1.65,21.9339,84.5%,73.0%,20.09,13.98~25.68,10.27~35.51,,2.0,0.23,34.0,21.27,,,
36,603707.SH,健友股份,2017,,20230421,15.13,0.7626,1.19,21.813,85.0%,30.0%,21.5,11.57~70.89,11.94~72.64,,2.25,0.18,22.01,35.86,,,
37,603338.SH,浙江鼎力,2015,长期,20230421,52.1,0.6526,0.65,20.983,85.5%,29.5%,19.68,9.19~73.03,14.62~66.3,,2.25,0.34,19.81,31.38,20230130.0,51.596,
