,证券代码,证券简称,上市年份,跟踪时间,日期,收盘价,股息率,五年股息率,PE_TTM,距离买点%,距离卖点%,五年ROE,三年估值范围,五年估值范围,数据修正,标准差倍数,五年平均每股分红,五年平均分红率,五年平均负债率,买入日期,买入价格,买入PE
0,002508.SZ,老板电器,2010,,20230426,25.77,1.9302,2.37,15.3482,-3.0%,61.5%,24.01,17.09~25.03,14.69~24.45,,1.5,0.61,39.35,34.91,,,
1,600887.SH,伊利股份,1996,长期,20230426,27.46,3.4967,2.91,19.9183,4.0%,54.5%,24.44,18.75~37.41,19.48~35.02,,1.75,0.8,69.39,51.14,,,
2,002507.SZ,涪陵榨菜,2010,长期,20230426,23.63,1.4812,1.23,23.3366,5.0%,42.5%,21.59,22.73~55.81,21.6~52.2,,1.75,0.29,39.39,16.1,20230203.0,26.743,25.28
3,603568.SH,伟明环保,2015,,20230426,18.1,0.5525,1.44,18.5491,9.0%,57.0%,25.51,16.56~32.48,17.36~32.44,,2.0,0.26,27.33,43.46,,,
4,000895.SZ,双汇发展,1998,长期,20230426,25.31,7.499,5.65,15.5244,12.0%,56.0%,30.9,14.1~28.26,13.55~26.37,,1.5,1.43,92.66,34.59,20230208.0,25.173,15.86
5,600519.SH,贵州茅台,2001,长期,20230426,1743.91,2.4993,0.96,33.0589,13.0%,59.0%,32.37,34.57~56.89,25.32~54.28,,1.5,16.71,51.72,24.38,,,
6,600885.SH,宏发股份,1996,,20230426,30.85,0.9933,1.13,25.7878,15.0%,45.5%,16.79,26.32~57.78,19.48~54.2,,1.75,0.35,30.75,33.39,,,
7,300628.SZ,亿联网络,2017,,20230426,64.28,1.2455,1.6,27.4181,15.0%,46.0%,28.96,25.41~61.35,22.19~57.01,,1.75,1.03,43.03,8.28,,,
8,600036.SH,招商银行,2002,长期,20230426,33.82,4.5003,3.4,6.1802,16.0%,42.5%,15.51,4.86~15.02,5.85~13.95,,2.0,1.15,31.07,91.57,,,
9,002032.SZ,苏泊尔,2004,,20230426,52.44,6.0692,2.0,20.4617,19.5%,55.0%,28.57,15.55~36.53,18.78~37.5,,1.5,1.05,45.55,42.99,,,
10,603288.SH,海天味业,2014,长期,20230426,68.44,1.0095,1.37,52.1248,21.0%,56.5%,33.46,46.08~95.66,40.21~87.65,,1.5,0.94,55.97,30.65,,,
11,000848.SZ,承德露露,1997,,20230426,8.99,,3.89,16.0777,21.0%,65.5%,22.17,12.9~24.54,13.52~24.06,,1.75,0.35,81.07,31.26,,,
12,000049.SZ,德赛电池,1995,,20230426,38.54,1.952,1.53,13.3205,26.5%,51.5%,25.27,10.21~26.59,10.78~25.04,,2.0,0.59,23.65,70.97,,,
13,002841.SZ,视源股份,2017,,20230426,63.2,1.3536,1.2,21.6358,28.0%,39.5%,32.54,15.52~51.42,18.38~57.24,,2.0,0.76,34.38,47.02,20230209.0,64.33,21.91
14,600298.SH,安琪酵母,2000,长期,20230426,39.04,1.2275,1.08,25.6726,29.0%,57.0%,21.99,20.78~46.16,19.01~43.45,,2.0,0.42,34.31,46.8,,,
15,002304.SZ,洋河股份,2009,,20230426,149.55,2.0053,1.97,22.1851,33.0%,53.5%,21.82,20.33~42.65,14.1~40.3,,1.75,2.95,59.95,32.33,,,
16,603833.SH,欧派家居,2017,,20230426,112.71,1.5527,1.03,25.5382,37.5%,55.0%,22.46,19.54~46.88,17.59~45.31,,2.0,1.16,30.31,35.64,,,
17,600436.SH,片仔癀,2003,长期,20230426,267.2,0.4528,0.3,63.1504,39.5%,52.0%,24.1,54.95~125.89,38.07~114.87,,1.5,0.79,31.76,20.16,,,
18,000333.SZ,美的集团,2013,长期,20230426,56.7,2.9331,2.61,13.4557,40.5%,54.0%,25.21,9.15~25.79,10.02~23.88,,1.75,1.48,43.94,65.34,,,
19,000538.SZ,云南白药,1993,长期,20230426,53.56,2.133,4.48,32.068,40.5%,81.5%,14.5,23.6~39.94,21.9~38.46,,1.75,2.4,73.32,29.85,,,
20,603899.SH,晨光股份,2015,长期,20230426,44.11,1.3614,0.93,31.8818,40.5%,47.0%,26.23,21.36~70.24,24.07~63.79,,1.75,0.41,35.76,39.98,,,
21,603605.SH,珀莱雅,2017,,20230426,161.21,0.3782,0.36,52.717,42.0%,55.5%,20.52,56.23~91.13,27.61~96.31,,2.0,0.58,30.36,35.45,,,
22,603866.SH,桃李面包,2015,,20230426,13.93,,6.32,29.9102,43.0%,56.0%,18.9,19.1~52.4,22.93~53.45,,2.0,0.88,78.95,16.76,,,
23,002884.SZ,凌霄泵业,2017,,20230426,15.5,6.4516,7.23,13.1395,44.5%,56.0%,20.71,10.29~23.71,8.09~22.83,,2.0,1.12,74.54,8.45,,,
24,300357.SZ,我武生物,2014,,20230426,45.53,0.4415,0.53,72.7866,51.0%,57.5%,24.02,53.9~131.88,43.33~120.47,,1.5,0.24,31.29,5.72,,,
25,600600.SH,青岛啤酒,1993,长期,20230426,118.94,0.925,0.55,40.2072,52.0%,62.5%,10.23,28.7~65.44,24.46~61.94,,2.0,0.66,44.87,46.37,,,
26,603589.SH,口子窖,2015,,20230426,59.0,2.5291,2.19,19.9049,54.0%,61.0%,23.49,13.26~32.88,12.52~31.82,,2.0,1.29,51.89,28.32,,,
27,300015.SZ,爱尔眼科,2009,长期,20230426,28.91,0.3127,0.62,76.9933,55.5%,43.5%,20.49,53.83~185.97,45.61~166.55,,1.75,0.18,41.94,39.14,,,
28,603360.SH,百傲化学,2017,,20230426,14.57,,3.91,8.8489,57.0%,33.5%,23.28,8.72~20.86,4.14~34.54,,2.0,0.57,64.62,18.77,,,
29,000858.SZ,五粮液,1998,长期,20230426,168.61,1.7929,1.28,25.1346,59.0%,44.5%,23.54,18.09~58.65,13.9~53.28,,1.75,2.16,50.18,24.79,,,
30,002867.SZ,周大生,2017,,20230426,15.04,3.2932,3.32,14.34,60.0%,56.0%,21.77,8.39~25.17,9.55~25.45,,2.0,0.5,38.02,21.25,,,
