,证券代码,证券简称,上市年份,跟踪时间,日期,收盘价,股息率,五年股息率,PE_TTM,距离买点%,距离卖点%,五年ROE,三年估值范围,五年估值范围,数据修正,标准差倍数,五年平均每股分红,五年平均分红率,五年平均负债率,买入日期,买入价格,买入PE
0,002508.SZ,老板电器,2010,,20230427,26.42,1.8827,2.31,15.7353,0.0%,63.0%,24.01,17.07~25.03,14.69~24.45,,1.5,0.61,39.35,34.91,,,
1,600887.SH,伊利股份,1996,长期,20230427,27.8,3.4539,2.88,20.1649,5.0%,55.0%,24.44,18.72~37.4,19.47~35.03,,1.75,0.8,69.39,51.14,,,
2,002507.SZ,涪陵榨菜,2010,长期,20230427,24.09,1.4529,1.2,23.7909,7.0%,43.5%,21.59,22.67~55.81,21.58~52.2,,1.75,0.29,39.39,16.1,20230203.0,26.743,25.28
3,603568.SH,伟明环保,2015,,20230427,18.11,0.5522,1.44,18.5594,9.0%,57.0%,25.51,16.54~32.46,17.35~32.43,,2.0,0.26,27.33,43.46,,,
4,000895.SZ,双汇发展,1998,长期,20230427,24.65,11.7566,5.8,15.1195,9.0%,55.0%,30.9,14.07~28.25,13.54~26.36,,1.5,1.43,92.66,34.59,20230208.0,25.173,15.86
5,600036.SH,招商银行,2002,长期,20230427,32.63,4.6644,3.52,5.8434,10.0%,39.5%,15.51,4.84~15.02,5.83~13.95,,2.0,1.15,31.07,91.57,,,
6,600519.SH,贵州茅台,2001,长期,20230427,1757.92,2.4794,0.95,33.3245,14.0%,59.5%,32.37,34.55~56.89,25.33~54.27,,1.5,16.71,51.72,24.38,,,
7,300628.SZ,亿联网络,2017,,20230427,63.92,1.2525,1.61,27.2646,14.5%,45.5%,28.96,25.37~61.37,22.18~57.02,,1.75,1.03,43.03,8.28,,,
8,600885.SH,宏发股份,1996,,20230427,31.03,0.9875,1.13,25.9383,16.0%,45.5%,16.79,26.28~57.8,19.48~54.2,,1.75,0.35,30.75,33.39,,,
9,000848.SZ,承德露露,1997,,20230427,8.8,,3.98,15.64,18.0%,64.0%,22.17,12.9~24.54,13.52~24.06,,1.75,0.35,81.07,31.26,,,
10,603288.SH,海天味业,2014,长期,20230427,69.47,0.9945,1.35,52.9092,22.5%,57.5%,33.46,46.05~95.65,40.23~87.65,,1.5,0.94,55.97,30.65,,,
11,002032.SZ,苏泊尔,2004,,20230427,54.04,5.8895,1.94,21.086,23.5%,56.5%,28.57,15.54~36.52,18.77~37.49,,1.5,1.05,45.55,42.99,,,
12,000538.SZ,云南白药,1993,长期,20230427,57.59,1.9838,4.17,28.707,26.0%,72.5%,14.5,23.61~39.93,21.9~38.46,,1.75,2.4,73.32,29.85,,,
13,000049.SZ,德赛电池,1995,,20230427,38.43,1.9575,1.54,13.2825,26.5%,51.0%,25.27,10.2~26.6,10.77~25.03,,2.0,0.59,23.65,70.97,,,
14,002841.SZ,视源股份,2017,,20230427,63.26,1.3523,1.2,21.6564,28.5%,39.5%,32.54,15.49~51.43,18.34~57.22,,2.0,0.76,34.38,47.02,20230209.0,64.33,21.91
15,600298.SH,安琪酵母,2000,长期,20230427,39.38,1.2169,1.07,25.8962,30.0%,57.5%,21.99,20.76~46.16,19.0~43.44,,2.0,0.42,34.31,46.8,,,
16,002304.SZ,洋河股份,2009,,20230427,148.29,2.0223,1.99,21.9982,32.0%,52.5%,21.82,20.34~42.64,14.1~40.3,,1.75,2.95,59.95,32.33,,,
17,603866.SH,桃李面包,2015,,20230427,11.36,2.9343,7.75,29.2703,40.0%,54.5%,18.9,19.09~52.37,22.92~53.44,,2.0,0.88,78.95,16.76,,,
18,600436.SH,片仔癀,2003,长期,20230427,269.4,0.4491,0.29,63.6704,41.0%,52.5%,24.1,54.97~125.89,38.07~114.87,,1.5,0.79,31.76,20.16,,,
19,603833.SH,欧派家居,2017,,20230427,115.88,1.5102,1.0,26.2565,41.5%,56.5%,22.46,19.54~46.88,17.59~45.29,,2.0,1.16,30.31,35.64,,,
20,000333.SZ,美的集团,2013,长期,20230427,57.26,2.9044,2.58,13.5886,41.5%,54.0%,25.21,9.15~25.79,10.01~23.87,,1.75,1.48,43.94,65.34,,,
21,002884.SZ,凌霄泵业,2017,,20230427,15.33,6.5232,7.31,12.9954,43.0%,55.0%,20.71,10.29~23.71,8.09~22.81,,2.0,1.12,74.54,8.45,,,
22,603899.SH,晨光股份,2015,长期,20230427,45.2,1.3286,0.91,32.6696,44.0%,48.5%,26.23,21.33~70.23,24.05~63.79,,1.75,0.41,35.76,39.98,,,
23,603605.SH,珀莱雅,2017,,20230427,165.41,0.3686,0.35,54.0905,46.0%,57.5%,20.52,56.16~91.16,27.67~96.29,,2.0,0.58,30.36,35.45,,,
24,600600.SH,青岛啤酒,1993,长期,20230427,116.61,0.9435,0.57,39.4196,49.0%,61.5%,10.23,28.72~65.44,24.45~61.93,,2.0,0.66,44.87,46.37,,,
25,603589.SH,口子窖,2015,,20230427,58.4,2.5551,2.21,19.7025,52.5%,60.0%,23.49,13.27~32.87,12.52~31.82,,2.0,1.29,51.89,28.32,,,
26,300357.SZ,我武生物,2014,,20230427,47.2,0.4258,0.51,75.4563,56.5%,59.5%,24.02,53.86~131.86,43.37~120.47,,1.5,0.24,31.29,5.72,,,
27,603360.SH,百傲化学,2017,,20230427,14.64,,3.89,8.8914,58.5%,33.5%,23.28,8.7~20.86,4.12~34.52,,2.0,0.57,64.62,18.77,,,
28,000858.SZ,五粮液,1998,长期,20230427,169.17,1.787,1.28,25.218,60.0%,44.5%,23.54,18.07~58.65,13.9~53.28,,1.75,2.16,50.18,24.79,,,
29,300015.SZ,爱尔眼科,2009,长期,20230427,29.98,0.3015,0.6,79.8429,61.5%,44.5%,20.49,53.73~185.97,45.59~166.55,,1.75,0.18,41.94,39.14,,,
30,601318.SH,中国平安,2007,长期,20230427,50.37,4.7279,2.64,9.0745,65.0%,65.5%,18.87,5.2~13.26,5.8~14.26,,2.25,1.33,19.94,89.53,,,
31,002415.SZ,海康威视,2010,,20230427,37.9,2.3922,1.85,28.7028,66.5%,72.5%,30.75,16.76~40.78,17.65~38.21,,1.5,0.7,51.53,39.23,,,
32,600085.SH,同仁堂,1997,长期,20230427,57.97,0.5003,0.64,55.7606,67.5%,102.5%,11.77,36.6~54.4,30.46~53.82,,1.75,0.37,48.2,30.18,,,
33,603338.SH,浙江鼎力,2015,长期,20230427,50.66,0.6711,0.67,18.5746,68.0%,26.0%,19.68,8.89~73.09,14.45~66.35,,2.25,0.34,19.81,31.38,20230130.0,51.596,
34,603369.SH,今世缘,2014,,20230427,60.02,0.977,0.68,31.2196,70.5%,67.5%,20.74,20.72~47.56,16.33~44.33,,1.75,0.41,35.75,30.0,,,
35,002867.SZ,周大生,2017,,20230427,16.13,3.0707,3.1,15.3792,72.0%,60.5%,21.77,8.39~25.17,9.55~25.43,,2.0,0.5,38.02,21.25,,,
36,603707.SH,健友股份,2017,,20230427,14.82,0.7786,1.21,21.366,82.0%,29.5%,21.5,11.63~70.23,11.77~72.67,,2.25,0.18,22.01,35.86,,,
37,600612.SH,老凤祥,1992,,20230427,61.2,2.3693,1.96,18.8284,89.5%,89.0%,21.21,9.43~20.55,10.46~21.56,,2.0,1.2,45.31,51.38,,,
38,002916.SZ,深南电路,2017,,20230427,82.0,1.1585,1.05,28.069,93.0%,45.5%,21.79,13.36~58.02,15.92~64.28,,2.25,0.86,31.74,53.79,,,
39,000661.SZ,长春高新,1996,长期,20230427,163.3,0.4869,0.51,17.1266,100.5%,22.5%,24.93,9.91~69.4,7.45~79.55,修正标准差,1.75,0.84,12.95,28.62,,,
40,603043.SH,广州酒家,2017,,20230427,30.11,1.3248,1.23,31.8846,106.0%,72.5%,21.02,14.31~45.51,16.7~42.28,,2.0,0.37,38.18,26.29,,,
41,603868.SH,飞科电器,2016,,20230427,78.43,1.275,1.53,38.8271,107.5%,88.0%,28.59,23.5~44.7,15.51~42.89,,1.75,1.2,71.06,27.71,,,
42,603848.SH,好太太,2017,,20230427,13.85,1.8051,1.66,25.0666,110.5%,83.5%,20.09,13.98~25.7,10.32~35.4,,2.0,0.23,34.0,21.27,,,
43,600276.SH,恒瑞医药,2000,长期,20230427,48.2,0.3319,0.39,78.6672,124.0%,77.5%,21.4,31.92~103.42,38.9~99.24,,2.0,0.19,17.99,10.67,20210810.0,57.559,56.74
