,证券代码,证券简称,上市年份,跟踪时间,日期,收盘价,股息率,五年股息率,PE_TTM,距离买点%,距离卖点%,五年ROE,三年估值范围,五年估值范围,数据修正,标准差倍数,五年平均每股分红,五年平均分红率,五年平均负债率,买入日期,买入价格,买入PE
0,002507.SZ,涪陵榨菜,2010,长期,20230307,25.27,1.385,1.15,24.9562,6.0%,45.5%,21.59,24.53~55.57,22.37~52.27,,1.75,0.29,39.39,16.1,20230203.0,26.743,25.28
1,600887.SH,伊利股份,1996,长期,20230307,29.94,3.207,2.67,21.7171,10.5%,60.0%,24.44,19.34~37.26,19.92~35.02,,1.75,0.8,69.39,51.14,,,
2,300628.SZ,亿联网络,2017,,20230307,66.53,1.2034,1.55,27.4637,12.0%,46.0%,28.96,26.83~61.07,22.5~56.96,,1.75,1.03,43.03,8.28,,,
3,000895.SZ,双汇发展,1998,长期,20230307,25.92,7.3225,5.52,16.3913,15.5%,59.5%,30.9,14.63~28.47,13.73~26.41,,1.5,1.43,92.66,34.59,20230208.0,25.173,15.86
4,603568.SH,伟明环保,2015,,20230307,19.01,0.526,1.37,20.3126,16.5%,61.5%,25.51,16.97~33.11,17.7~32.66,,2.0,0.26,27.33,43.46,,,
5,600036.SH,招商银行,2002,长期,20230307,36.56,4.163,3.15,6.6809,18.0%,46.0%,15.51,5.21~14.91,6.15~13.89,,2.0,1.15,31.07,91.57,,,
6,002841.SZ,视源股份,2017,,20230307,64.67,1.3228,1.18,21.9149,23.5%,40.0%,32.54,16.33~51.35,19.28~57.64,,2.0,0.76,34.38,47.02,20230209.0,64.33,21.91
7,000848.SZ,承德露露,1997,,20230307,9.1,,3.85,16.6093,25.0%,67.5%,22.17,12.8~24.56,13.69~24.23,,1.75,0.35,81.07,31.26,,,
8,300482.SZ,万孚生物,2015,,20230307,32.84,0.9096,1.07,11.7058,25.0%,17.0%,21.49,8.85~61.93,9.85~68.95,修正标准差,2.25,0.35,27.39,24.92,,,
9,603288.SH,海天味业,2014,长期,20230307,77.8,0.8881,1.21,54.3741,25.5%,58.5%,33.46,46.89~95.57,39.84~87.76,,1.5,0.94,55.97,30.65,,,
