,证券代码,证券简称,上市年份,跟踪时间,日期,收盘价,股息率,五年股息率,PE_TTM,距离买点%,距离卖点%,五年ROE,三年估值范围,五年估值范围,数据修正,标准差倍数,五年平均每股分红,五年平均分红率,五年平均负债率,买入日期,买入价格,买入PE
0,002507.SZ,涪陵榨菜,2010,长期,20230313,24.77,1.413,1.17,24.4625,4.5%,44.5%,21.59,24.33~55.63,22.3~52.26,,1.75,0.29,39.39,16.1,20230203.0,26.743,25.28
1,600887.SH,伊利股份,1996,长期,20230313,29.47,3.2582,2.71,21.3762,8.5%,59.0%,24.44,19.29~37.27,19.88~35.0,,1.75,0.8,69.39,51.14,,,
2,600036.SH,招商银行,2002,长期,20230313,35.05,4.3424,3.28,6.4049,14.0%,44.0%,15.51,5.16~14.92,6.11~13.89,,2.0,1.15,31.07,91.57,,,
3,000895.SZ,双汇发展,1998,长期,20230313,25.6,7.4141,5.59,16.1889,14.5%,58.5%,30.9,14.56~28.46,13.7~26.4,,1.5,1.43,92.66,34.59,20230208.0,25.173,15.86
4,603568.SH,伟明环保,2015,,20230313,18.74,0.5336,1.39,20.0241,15.5%,60.5%,25.51,16.91~33.07,17.67~32.63,,2.0,0.26,27.33,43.46,,,
5,300628.SZ,亿联网络,2017,,20230313,68.91,1.1618,1.49,28.4462,16.0%,47.5%,28.96,26.62~61.1,22.46~56.98,,1.75,1.03,43.03,8.28,,,
6,000848.SZ,承德露露,1997,,20230313,8.83,,3.96,16.1165,21.0%,65.5%,22.17,12.82~24.56,13.68~24.2,,1.75,0.35,81.07,31.26,,,
7,300482.SZ,万孚生物,2015,,20230313,31.56,0.9465,1.11,11.2496,21.0%,17.0%,21.49,8.77~61.39,9.81~68.7,修正标准差,2.25,0.35,27.39,24.92,,,
8,603288.SH,海天味业,2014,长期,20230313,76.66,0.9013,1.23,53.5774,24.0%,58.5%,33.46,46.86~95.58,39.88~87.76,,1.5,0.94,55.97,30.65,,,
9,000333.SZ,美的集团,2013,长期,20230313,52.06,3.2057,2.84,12.3105,25.5%,49.0%,25.21,9.35~25.75,10.24~24.04,,1.75,1.48,43.94,65.34,,,
10,002032.SZ,苏泊尔,2004,,20230313,56.39,5.631,1.86,22.0539,26.5%,58.5%,28.57,15.98~36.78,19.08~37.52,,1.5,1.05,45.55,42.99,,,
11,002841.SZ,视源股份,2017,,20230313,65.55,1.3051,1.16,22.2131,26.5%,40.5%,32.54,16.18~51.36,19.13~57.63,,2.0,0.76,34.38,47.02,20230209.0,64.33,21.91
12,600885.SH,宏发股份,1996,,20230313,33.83,0.9058,1.03,29.1506,27.0%,51.5%,16.79,27.03~57.49,19.72~54.2,,1.75,0.35,30.75,33.39,,,
13,600519.SH,贵州茅台,2001,长期,20230313,1762.0,2.4736,0.95,37.1418,27.0%,66.5%,32.37,34.41~56.95,25.19~54.29,,1.5,16.71,51.72,24.38,,,
14,000049.SZ,德赛电池,1995,,20230313,42.86,1.7552,1.38,14.1295,31.5%,54.0%,25.27,10.43~26.53,10.97~25.25,,2.0,0.59,23.65,70.97,,,
15,002884.SZ,凌霄泵业,2017,,20230313,16.01,6.2461,7.0,12.1717,33.0%,51.5%,20.71,10.4~23.7,8.13~23.23,,2.0,1.12,74.54,8.45,,,
16,002508.SZ,老板电器,2010,,20230313,28.59,1.7398,2.13,22.1893,41.5%,89.0%,24.01,16.73~24.99,14.68~24.5,,1.5,0.61,39.35,34.91,,,
17,600298.SH,安琪酵母,2000,长期,20230313,39.65,1.2084,1.06,29.0104,43.5%,64.0%,21.99,21.2~46.12,19.16~43.5,,2.0,0.42,34.31,46.8,,,
18,300357.SZ,我武生物,2014,,20230313,52.77,0.3809,0.45,70.7335,46.5%,55.5%,24.02,55.02~131.82,42.64~120.62,,1.5,0.24,31.29,5.72,,,
19,300529.SZ,健帆生物,2016,,20230313,30.78,2.8839,2.21,20.5946,53.0%,22.0%,30.4,10.0~95.6,20.22~88.44,,1.75,0.68,60.1,17.78,20230202.0,34.897,23.21
20,600600.SH,青岛啤酒,1993,长期,20230313,113.43,0.9699,0.58,40.5979,56.0%,63.0%,10.23,27.46~65.88,24.52~62.08,,2.0,0.66,44.87,46.37,,,
21,603899.SH,晨光股份,2015,长期,20230313,53.15,1.1299,0.77,36.8775,58.0%,54.5%,26.23,22.12~70.28,24.47~63.85,,1.75,0.41,35.76,39.98,,,
22,600085.SH,同仁堂,1997,长期,20230313,50.15,0.5783,0.74,52.4935,60.0%,97.0%,11.77,35.04~54.2,30.59~53.39,,1.75,0.37,48.2,30.18,,,
23,600612.SH,老凤祥,1992,,20230313,51.62,2.809,2.32,15.8811,60.0%,75.5%,21.21,9.42~20.32,10.44~21.64,,2.0,1.2,45.31,51.38,,,
24,603866.SH,桃李面包,2015,,20230313,16.72,2.5632,5.26,34.3987,62.5%,64.0%,18.9,19.28~53.46,23.26~53.74,,2.0,0.88,78.95,16.76,,,
25,601318.SH,中国平安,2007,长期,20230313,46.5,5.1214,2.86,8.8138,62.5%,63.0%,18.87,5.16~13.2,5.66~14.58,,2.25,1.33,19.94,89.53,,,
26,000538.SZ,云南白药,1993,长期,20230313,54.3,2.104,4.42,36.7081,63.0%,93.5%,14.5,22.98~39.78,21.91~38.33,,1.75,2.4,73.32,29.85,,,
27,300015.SZ,爱尔眼科,2009,长期,20230313,30.74,0.2941,0.59,82.411,64.5%,46.5%,20.49,54.88~185.82,46.01~166.65,,1.75,0.18,41.94,39.14,,,
28,002304.SZ,洋河股份,2009,,20230313,168.0,1.7851,1.76,27.0283,65.5%,64.5%,21.82,19.19~43.15,14.08~40.3,,1.75,2.95,59.95,32.33,,,
29,600436.SH,片仔癀,2003,长期,20230313,305.91,0.3955,0.26,74.7499,68.0%,62.0%,24.1,53.52~126.28,37.93~114.89,,1.5,0.79,31.76,20.16,,,
30,002415.SZ,海康威视,2010,,20230313,39.21,2.3123,1.79,28.6236,69.5%,71.5%,30.75,16.24~40.52,17.5~38.76,,1.5,0.7,51.53,39.23,,,
31,002916.SZ,深南电路,2017,,20230313,78.5,1.2102,1.1,24.6115,70.5%,39.0%,21.79,12.68~61.34,16.63~64.57,,2.25,0.86,31.74,53.79,,,
32,603833.SH,欧派家居,2017,,20230313,129.69,1.3494,0.89,31.0709,72.5%,66.0%,22.46,18.85~47.07,17.14~46.6,,2.0,1.16,30.31,35.64,,,
33,603360.SH,百傲化学,2017,,20230313,18.32,,3.11,11.1265,79.5%,42.0%,23.28,9.27~20.89,4.65~34.89,,2.0,0.57,64.62,18.77,,,
34,002867.SZ,周大生,2017,,20230313,16.55,2.9928,3.02,15.7797,79.5%,61.0%,21.77,8.23~25.19,9.34~26.24,,2.0,0.5,38.02,21.25,,,
35,603369.SH,今世缘,2014,,20230313,62.21,0.9426,0.66,32.3587,81.5%,70.0%,20.74,20.1~47.62,15.9~44.28,,1.75,0.41,35.75,30.0,,,
36,000858.SZ,五粮液,1998,长期,20230313,198.6,1.5222,1.09,29.6051,87.0%,52.5%,23.54,18.16~58.64,14.03~53.33,,1.75,2.16,50.18,24.79,,,
37,603707.SH,健友股份,2017,,20230313,16.68,0.6918,1.08,24.0476,90.5%,32.5%,21.5,12.12~73.86,13.09~72.39,,2.25,0.18,22.01,35.86,,,
38,601155.SH,新城控股,2015,,20230313,17.43,,7.34,3.9069,92.0%,42.0%,33.68,2.72~7.72,1.62~11.34,,2.25,1.28,28.97,85.18,,,
39,000661.SZ,长春高新,1996,长期,20230313,189.25,0.4201,0.44,18.7959,94.0%,24.0%,24.93,10.43~73.03,9.03~79.55,修正标准差,1.75,0.84,12.95,28.62,,,
40,603589.SH,口子窖,2015,,20230313,72.2,2.0667,1.79,24.3582,95.5%,74.0%,23.49,12.35~33.13,12.51~32.09,,2.0,1.29,51.89,28.32,,,
41,603387.SH,基蛋生物,2017,,20230313,13.82,1.7573,2.82,11.285,96.0%,28.0%,21.38,5.45~36.99,6.1~42.98,,2.0,0.39,30.7,18.17,20230217.0,13.253,10.88
42,002236.SZ,大华股份,2008,,20230313,17.25,1.5453,1.1,19.5782,102.0%,81.5%,21.5,10.74~21.72,8.79~26.53,,2.25,0.19,18.56,47.45,,,
43,603043.SH,广州酒家,2017,,20230313,28.19,1.4151,1.31,31.5704,107.0%,71.5%,21.02,14.17~45.37,16.43~42.19,,2.0,0.37,38.18,26.29,,,
44,603848.SH,好太太,2017,,20230313,15.34,1.6297,1.5,24.2062,108.5%,80.5%,20.09,13.99~25.39,9.9~36.5,,2.0,0.23,34.0,21.27,,,
45,603605.SH,珀莱雅,2017,,20230313,184.17,0.3311,0.31,73.8411,109.5%,78.5%,20.52,56.03~91.07,25.62~96.62,,2.0,0.58,30.36,35.45,,,
46,603868.SH,飞科电器,2016,,20230313,78.24,1.2781,1.53,38.733,112.5%,88.5%,28.59,21.9~44.72,15.55~42.39,,1.75,1.2,71.06,27.71,,,
47,600276.SH,恒瑞医药,2000,长期,20230313,41.42,0.3862,0.46,75.5685,115.0%,74.5%,21.4,31.98~103.06,38.89~99.07,,2.0,0.19,17.99,10.67,20210810.0,57.559,56.74
48,603338.SH,浙江鼎力,2015,长期,20230313,57.58,0.5905,0.59,28.2781,123.5%,40.0%,19.68,10.62~72.8,15.57~66.17,,2.25,0.34,19.81,31.38,20230130.0,51.596,
49,300726.SZ,宏达电子,2017,,20230313,44.13,1.3596,0.63,21.6636,127.5%,28.5%,20.73,7.91~76.23,11.88~72.96,,2.25,0.28,29.87,12.76,,,
50,300638.SZ,广和通,2017,,20230313,21.15,0.6201,1.23,36.7057,128.0%,40.5%,20.09,15.12~85.6,17.15~92.17,,2.5,0.26,26.93,46.39,,,
51,002271.SZ,东方雨虹,2008,,20230313,33.89,0.8817,0.8,26.8259,149.0%,58.0%,22.73,16.09~46.45,8.08~44.98,,2.25,0.27,20.63,51.15,,,
52,603444.SH,吉比特,2017,,20230313,362.55,8.2747,2.52,20.4399,150.5%,49.5%,29.83,8.51~43.37,7.82~39.1,,1.75,9.12,67.13,23.01,,,
53,002833.SZ,弘亚数控,2016,,20230313,17.16,2.1645,2.91,15.3104,152.0%,42.5%,24.75,5.23~36.53,7.2~34.2,,2.0,0.5,27.21,23.72,,,
54,600809.SH,山西汾酒,1994,长期,20230313,271.2,0.6637,0.31,43.8657,153.0%,42.0%,30.23,27.79~109.29,12.55~98.61,,1.75,0.85,37.42,47.02,,,
55,300450.SZ,先导智能,2015,,20230313,40.84,1.2224,0.71,28.4764,163.5%,23.5%,21.81,8.42~138.5,14.99~104.96,修正标准差,2.25,0.29,31.15,57.7,,,
56,603180.SH,金牌厨柜,2017,,20230313,39.07,2.7153,2.38,17.4991,173.0%,55.5%,21.88,8.25~27.17,5.23~36.63,修正标准差,2.25,0.93,32.75,48.19,,,
57,300630.SZ,普利制药,2017,,20230313,26.44,0.7234,0.72,23.9414,197.0%,27.5%,23.04,11.46~74.74,6.2~103.6,,2.25,0.19,20.24,30.0,,,
58,002901.SZ,大博医疗,2017,,20230313,38.7,1.3017,1.45,37.0714,218.5%,49.0%,30.19,9.46~78.18,15.02~72.36,,1.75,0.56,48.95,17.49,,,
59,603638.SH,艾迪精密,2017,,20230313,18.1,0.6641,0.99,62.0854,222.0%,69.0%,21.72,28.36~91.4,14.56~86.86,,2.25,0.18,23.53,29.89,,,
60,600690.SH,海尔智家,1993,,20230313,24.11,1.8882,1.58,15.3911,237.0%,43.0%,19.31,5.74~37.54,3.79~33.15,,2.0,0.38,34.95,66.12,,,
61,000651.SZ,格力电器,1996,长期,20230313,37.11,10.6344,5.55,8.1243,301.5%,35.0%,23.67,1.51~24.13,3.06~21.58,,2.0,2.06,46.15,61.2,,,
62,300595.SZ,欧普康视,2017,,20230313,32.78,0.424,0.49,47.5392,317.0%,27.5%,26.56,19.75~179.33,8.0~158.52,,2.0,0.16,19.24,11.79,,,
63,300571.SZ,平治信息,2016,,20230313,36.73,0.2995,0.6,27.5212,635.5%,64.5%,32.07,13.9~34.24,2.16~55.1,,2.25,0.22,14.21,56.17,,,
64,600763.SH,通策医疗,1996,,20230313,139.36,,0.06,74.7375,740.5%,36.5%,20.27,18.55~214.45,5.84~187.56,,2.0,0.08,17.52,34.43,,,
65,600309.SH,万华化学,2001,长期,20230313,99.0,2.5253,1.74,19.1409,1647.0%,52.5%,35.67,2.03~38.91,0.75~34.07,,1.75,1.72,41.66,56.12,,,
