,证券代码,证券简称,上市年份,跟踪时间,日期,收盘价,股息率,五年股息率,PE_TTM,距离买点%,距离卖点%,五年ROE,三年估值范围,五年估值范围,数据修正,标准差倍数,五年平均每股分红,五年平均分红率,五年平均负债率,买入日期,买入价格,买入PE
0,600887.SH,伊利股份,1996,长期,20230328,29.0,3.311,2.76,21.0353,7.5%,58.0%,24.44,19.14~37.32,19.74~35.0,,1.75,0.8,69.39,51.14,,,
1,002507.SZ,涪陵榨菜,2010,长期,20230328,25.38,1.379,1.14,25.0649,9.0%,45.5%,21.59,23.79~55.77,22.08~52.24,,1.75,0.29,39.39,16.1,20230203.0,26.743,25.28
2,600036.SH,招商银行,2002,长期,20230328,34.4,4.4244,3.34,6.2861,14.0%,43.5%,15.51,5.06~14.96,6.01~13.91,,2.0,1.15,31.07,91.57,,,
3,000895.SZ,双汇发展,1998,长期,20230328,25.49,7.4461,5.61,16.1194,14.5%,58.5%,30.9,14.4~28.44,13.64~26.38,,1.5,1.43,92.66,34.59,20230208.0,25.173,15.86
4,603568.SH,伟明环保,2015,,20230328,18.93,0.5283,1.37,20.2271,17.5%,61.5%,25.51,16.75~32.95,17.55~32.57,,2.0,0.26,27.33,43.46,,,
5,000848.SZ,承德露露,1997,,20230328,8.71,,4.02,15.8975,19.5%,64.5%,22.17,12.85~24.55,13.63~24.15,,1.75,0.35,81.07,31.26,,,
6,603288.SH,海天味业,2014,长期,20230328,74.94,0.9219,1.25,52.3753,20.5%,56.5%,33.46,46.79~95.59,40.03~87.73,,1.5,0.94,55.97,30.65,,,
7,300482.SZ,万孚生物,2015,,20230328,31.95,0.935,1.1,11.3886,24.0%,17.0%,21.49,8.57~60.01,9.74~68.14,修正标准差,2.25,0.35,27.39,24.92,,,
8,000333.SZ,美的集团,2013,长期,20230328,51.09,3.2665,2.9,12.0812,24.5%,48.0%,25.21,9.26~25.78,10.14~23.96,,1.75,1.48,43.94,65.34,,,
9,600885.SH,宏发股份,1996,,20230328,33.05,0.9272,1.06,28.4785,25.0%,50.5%,16.79,26.89~57.55,19.62~54.2,,1.75,0.35,30.75,33.39,,,
