,证券代码,证券简称,上市年份,跟踪时间,日期,收盘价,股息率,五年股息率,PE_TTM,距离买点%,距离卖点%,五年ROE,三年估值范围,五年估值范围,数据修正,标准差倍数,五年平均每股分红,五年平均分红率,五年平均负债率,买入日期,买入价格,买入PE
0,600887.SH,伊利股份,1996,长期,20230414,27.92,3.439,2.87,20.2519,5.0%,55.5%,24.44,18.92~37.36,19.59~35.01,,1.75,0.8,69.39,51.14,,,
1,002507.SZ,涪陵榨菜,2010,长期,20230414,24.57,1.4245,1.18,24.2649,7.5%,44.5%,21.59,23.16~55.82,21.79~52.19,,1.75,0.29,39.39,16.1,20230203.0,26.743,25.28
2,300628.SZ,亿联网络,2017,,20230414,63.42,1.2624,1.62,26.1799,9.0%,43.5%,28.96,25.8~61.24,22.33~56.99,,1.75,1.03,43.03,8.28,,,
3,000848.SZ,承德露露,1997,,20230414,8.16,,4.29,14.8936,12.0%,60.5%,22.17,12.89~24.53,13.57~24.09,,1.75,0.35,81.07,31.26,,,
4,000895.SZ,双汇发展,1998,长期,20230414,25.7,7.3852,5.56,15.8412,13.5%,57.5%,30.9,14.21~28.35,13.58~26.38,,1.5,1.43,92.66,34.59,20230208.0,25.173,15.86
5,603568.SH,伟明环保,2015,,20230414,18.48,0.5411,1.41,19.7463,15.5%,60.0%,25.51,16.63~32.69,17.44~32.5,,2.0,0.26,27.33,43.46,,,
6,600036.SH,招商银行,2002,长期,20230414,34.39,4.4257,3.34,6.2843,16.5%,43.0%,15.51,4.94~15.0,5.91~13.93,,2.0,1.15,31.07,91.57,,,
7,600519.SH,贵州茅台,2001,长期,20230414,1713.42,2.5437,0.98,34.3195,17.5%,61.5%,32.37,34.66~56.86,25.29~54.29,,1.5,16.71,51.72,24.38,,,
8,002032.SZ,苏泊尔,2004,,20230414,51.85,6.1382,2.03,20.2315,18.0%,54.0%,28.57,15.67~36.59,18.87~37.51,,1.5,1.05,45.55,42.99,,,
9,603288.SH,海天味业,2014,长期,20230414,73.12,0.9449,1.29,51.1033,18.5%,55.5%,33.46,46.4~95.62,40.17~87.69,,1.5,0.94,55.97,30.65,,,
10,600885.SH,宏发股份,1996,,20230414,33.2,0.923,1.05,27.7522,23.0%,49.5%,16.79,26.58~57.68,19.54~54.2,,1.75,0.35,30.75,33.39,,,
11,300482.SZ,万孚生物,2015,,20230414,30.28,0.9865,1.16,11.245,25.0%,17.5%,21.49,8.33~58.31,9.62~67.36,修正标准差,2.25,0.35,27.39,24.92,,,
12,000049.SZ,德赛电池,1995,,20230414,41.82,1.7989,1.41,13.7867,30.5%,53.0%,25.27,10.27~26.57,10.84~25.06,,2.0,0.59,23.65,70.97,,,
13,600298.SH,安琪酵母,2000,长期,20230414,39.88,1.2014,1.05,26.2291,31.0%,58.0%,21.99,20.96~46.14,19.06~43.46,,2.0,0.42,34.31,46.8,,,
14,002508.SZ,老板电器,2010,,20230414,26.95,1.8457,2.26,20.9164,32.0%,84.0%,24.01,17.07~25.01,14.7~24.46,,1.5,0.61,39.35,34.91,,,
15,000333.SZ,美的集团,2013,长期,20230414,53.94,3.0939,2.74,12.7551,32.0%,51.0%,25.21,9.19~25.79,10.05~23.91,,1.75,1.48,43.94,65.34,,,
16,300357.SZ,我武生物,2014,,20230414,48.11,0.4178,0.5,64.4872,33.5%,50.5%,24.02,54.31~131.89,43.2~120.52,,1.5,0.24,31.29,5.72,,,
17,603866.SH,桃李面包,2015,,20230414,13.88,3.0877,6.34,29.8028,42.0%,55.5%,18.9,19.18~52.64,23.02~53.54,,2.0,0.88,78.95,16.76,,,
18,002304.SZ,洋河股份,2009,,20230414,149.94,2.0001,1.97,24.1227,44.5%,57.5%,21.82,20.11~42.75,14.11~40.31,,1.75,2.95,59.95,32.33,,,
19,002841.SZ,视源股份,2017,,20230414,73.02,1.1716,1.04,24.7445,45.0%,45.5%,32.54,15.74~51.4,18.6~57.32,,2.0,0.76,34.38,47.02,20230209.0,64.33,21.91
20,000538.SZ,云南白药,1993,长期,20230414,55.8,2.0474,4.3,33.4091,47.0%,84.5%,14.5,23.47~39.93,21.89~38.45,,1.75,2.4,73.32,29.85,,,
21,603899.SH,晨光股份,2015,长期,20230414,46.67,1.2867,0.88,33.7321,47.5%,50.0%,26.23,21.62~70.26,24.17~63.81,,1.75,0.41,35.76,39.98,,,
22,002884.SZ,凌霄泵业,2017,,20230414,15.82,6.3211,7.08,13.4108,47.5%,57.0%,20.71,10.29~23.71,8.08~22.92,,2.0,1.12,74.54,8.45,,,
23,600436.SH,片仔癀,2003,长期,20230414,281.31,0.4301,0.28,68.7388,52.5%,56.5%,24.1,54.81~125.93,38.08~114.92,,1.5,0.79,31.76,20.16,,,
24,603589.SH,口子窖,2015,,20230414,58.6,2.5464,2.2,19.7699,54.0%,60.5%,23.49,13.08~32.94,12.53~31.89,,2.0,1.29,51.89,28.32,,,
25,600085.SH,同仁堂,1997,长期,20230414,54.71,0.5301,0.68,52.6249,58.5%,97.5%,11.77,36.29~54.23,30.51~53.65,,1.75,0.37,48.2,30.18,,,
26,603360.SH,百傲化学,2017,,20230414,15.27,,3.73,9.2741,60.0%,35.0%,23.28,8.91~20.85,4.29~34.59,,2.0,0.57,64.62,18.77,,,
27,603833.SH,欧派家居,2017,,20230414,124.49,1.4057,0.93,29.8251,61.0%,64.0%,22.46,19.47~46.89,17.55~45.51,,2.0,1.16,30.31,35.64,,,
28,600600.SH,青岛啤酒,1993,长期,20230414,115.88,0.9494,0.57,42.6039,61.5%,66.5%,10.23,28.49~65.51,24.46~61.96,,2.0,0.66,44.87,46.37,,,
29,000858.SZ,五粮液,1998,长期,20230414,175.59,1.7216,1.23,26.1751,65.0%,46.5%,23.54,18.22~58.62,13.96~53.3,,1.75,2.16,50.18,24.79,,,
30,300015.SZ,爱尔眼科,2009,长期,20230414,30.9,0.2925,0.58,82.8399,66.5%,46.5%,20.49,54.35~185.93,45.76~166.62,,1.75,0.18,41.94,39.14,,,
31,603369.SH,今世缘,2014,,20230414,58.71,0.9988,0.7,30.5382,68.0%,66.0%,20.74,20.61~47.57,16.2~44.34,,1.75,0.41,35.75,30.0,,,
32,002867.SZ,周大生,2017,,20230414,15.82,3.1309,3.16,15.0837,69.0%,58.5%,21.77,8.34~25.18,9.52~25.6,,2.0,0.5,38.02,21.25,,,
33,603605.SH,珀莱雅,2017,,20230414,183.15,0.3329,0.32,63.5267,71.5%,67.0%,20.52,56.75~90.89,27.27~96.45,,2.0,0.58,30.36,35.45,,,
34,601318.SH,中国平安,2007,长期,20230414,45.49,5.2351,2.92,9.9263,81.0%,71.5%,18.87,5.19~13.25,5.79~14.31,,2.25,1.33,19.94,89.53,,,
35,000661.SZ,长春高新,1996,长期,20230414,166.8,0.4767,0.5,16.3052,84.5%,21.5%,24.93,10.06~70.38,7.87~79.57,修正标准差,1.75,0.84,12.95,28.62,,,
36,600612.SH,老凤祥,1992,,20230414,60.2,2.4086,1.99,18.5208,86.5%,87.5%,21.21,9.43~20.45,10.46~21.54,,2.0,1.2,45.31,51.38,,,
37,603338.SH,浙江鼎力,2015,长期,20230414,54.32,0.6259,0.63,21.8771,88.0%,31.0%,19.68,9.55~72.97,14.84~66.24,,2.25,0.34,19.81,31.38,20230130.0,51.596,
38,002415.SZ,海康威视,2010,,20230414,44.56,2.0347,1.57,32.5291,89.5%,81.5%,30.75,16.64~40.72,17.63~38.29,,1.5,0.7,51.53,39.23,,,
39,603848.SH,好太太,2017,,20230414,14.35,1.7422,1.6,22.644,91.5%,75.5%,20.09,13.98~25.64,10.17~35.75,,2.0,0.23,34.0,21.27,,,
40,002916.SZ,深南电路,2017,,20230414,88.97,1.0678,0.97,27.8282,92.0%,45.0%,21.79,13.08~59.06,16.11~64.33,,2.25,0.86,31.74,53.79,,,
41,603707.SH,健友股份,2017,,20230414,16.34,0.7061,1.1,23.5574,99.0%,32.0%,21.5,11.51~71.67,12.14~72.58,,2.25,0.18,22.01,35.86,,,
42,603043.SH,广州酒家,2017,,20230414,28.11,1.4191,1.32,30.724,99.5%,69.5%,21.02,14.3~45.5,16.59~42.27,,2.0,0.37,38.18,26.29,,,
43,603868.SH,飞科电器,2016,,20230414,77.02,1.2984,1.56,38.129,105.0%,87.0%,28.59,23.08~44.72,15.5~42.76,,1.75,1.2,71.06,27.71,,,
44,600809.SH,山西汾酒,1994,长期,20230414,243.31,0.7398,0.35,39.3546,129.0%,37.5%,30.23,28.21~109.13,12.31~98.53,,1.75,0.85,37.42,47.02,,,
45,600276.SH,恒瑞医药,2000,长期,20230414,47.72,0.3352,0.4,87.0625,147.5%,85.5%,21.4,31.97~103.25,38.91~99.07,,2.0,0.19,17.99,10.67,20210810.0,57.559,56.74
46,300529.SZ,健帆生物,2016,,20230414,31.51,2.8171,2.16,28.6115,152.5%,31.0%,30.4,8.06~94.56,18.88~88.58,,1.75,0.68,60.1,17.78,20230202.0,34.897,23.21
47,002833.SZ,弘亚数控,2016,,20230414,17.12,2.1696,2.92,15.2748,153.0%,43.0%,24.75,5.21~36.53,7.17~33.63,,2.0,0.5,27.21,23.72,,,
48,603387.SH,基蛋生物,2017,,20230414,13.57,1.7897,2.87,13.9661,162.0%,35.0%,21.38,4.81~36.83,5.95~41.99,,2.0,0.39,30.7,18.17,20230217.0,13.253,10.88
49,300726.SZ,宏达电子,2017,,20230414,47.44,1.2648,0.59,22.9394,169.5%,30.0%,20.73,6.72~76.6,11.53~71.69,,2.25,0.28,29.87,12.76,,,
50,300638.SZ,广和通,2017,,20230414,24.53,0.5346,1.06,42.5717,173.5%,47.5%,20.09,14.46~85.4,16.82~91.28,,2.5,0.26,26.93,46.39,,,
51,603638.SH,艾迪精密,2017,,20230414,16.79,0.7159,1.07,57.5919,193.5%,64.5%,21.72,29.48~91.24,14.66~87.18,,2.25,0.18,23.53,29.89,,,
52,600690.SH,海尔智家,1993,,20230414,22.76,2.0002,1.67,14.6153,212.5%,41.5%,19.31,6.17~37.37,3.75~33.13,,2.0,0.38,34.95,66.12,,,
53,300450.SZ,先导智能,2015,,20230414,38.89,1.2837,0.75,27.1168,213.5%,22.5%,21.81,6.09~139.59,14.85~103.95,修正标准差,2.25,0.29,31.15,57.7,,,
54,603444.SH,吉比特,2017,,20230414,529.99,5.6604,1.72,26.0725,219.5%,63.0%,29.83,8.36~43.0,7.94~39.16,,1.75,9.12,67.13,23.01,,,
55,002236.SZ,大华股份,2008,,20230414,24.52,0.9913,0.77,30.5186,220.5%,124.0%,21.5,9.81~23.25,9.23~25.91,,2.25,0.19,18.56,47.45,,,
56,002901.SZ,大博医疗,2017,,20230414,37.6,1.3398,1.49,36.0177,222.0%,47.5%,30.19,8.99~77.21,14.76~72.04,,1.75,0.56,48.95,17.49,,,
57,300630.SZ,普利制药,2017,,20230414,28.82,0.6637,0.66,26.0965,246.5%,30.0%,23.04,10.31~73.71,5.92~101.16,,2.25,0.19,20.24,30.0,,,
58,002271.SZ,东方雨虹,2008,,20230414,32.83,0.9101,0.82,38.9951,261.5%,84.5%,22.73,16.29~46.43,8.05~44.97,,2.25,0.27,20.63,51.15,,,
59,603180.SH,金牌厨柜,2017,,20230414,39.09,2.7139,2.38,21.8993,344.5%,69.0%,21.88,8.28~27.42,3.5~36.62,,2.25,0.93,32.75,48.19,,,
60,300595.SZ,欧普康视,2017,,20230414,34.83,0.3991,0.46,49.9679,361.5%,29.0%,26.56,17.45~180.03,7.84~158.52,,2.0,0.16,19.24,11.79,,,
61,000651.SZ,格力电器,1996,长期,20230414,38.4,7.7168,5.36,8.4067,370.5%,36.5%,23.67,1.29~24.13,2.89~21.51,,2.0,2.06,46.15,61.2,,,
62,300571.SZ,平治信息,2016,,20230414,48.3,0.2277,0.46,36.1904,440.0%,86.0%,32.07,13.52~35.18,4.45~51.51,,2.25,0.22,14.21,56.17,,,
63,600763.SH,通策医疗,1996,,20230414,127.59,,0.06,68.4253,652.0%,33.5%,20.27,18.25~214.53,6.05~187.49,,2.0,0.08,17.52,34.43,,,
