,证券代码,证券简称,上市年份,跟踪时间,日期,收盘价,股息率,五年股息率,PE_TTM,距离买点%,距离卖点%,五年ROE,三年估值范围,五年估值范围,数据修正,标准差倍数,五年平均每股分红,五年平均分红率,五年平均负债率,买入日期,买入价格,买入PE
0,600036.SH,招商银行,2002,长期,20221028,27.18,5.5997,4.23,5.3473,-18.0%,37.0%,15.51,6.28~14.66,6.88~13.76,,2.0,1.15,31.07,91.57,,,
1,002032.SZ,苏泊尔,2004,,20221028,40.85,4.7209,2.57,16.4198,-13.0%,42.5%,28.57,17.82~38.2,20.36~37.4,,1.5,1.05,45.55,42.99,,,
2,000333.SZ,美的集团,2013,长期,20221028,40.76,4.0953,3.63,9.6463,-11.0%,38.0%,25.21,10.68~25.54,11.17~24.61,,1.75,1.48,43.94,65.34,,,
3,600887.SH,伊利股份,1996,长期,20221028,25.88,3.7099,3.09,18.7735,-8.5%,51.5%,24.44,20.62~36.98,20.84~35.42,,1.75,0.8,69.39,51.14,,,
4,002507.SZ,涪陵榨菜,2010,长期,20221028,23.38,1.497,1.24,23.5276,-8.5%,43.5%,21.59,27.43~54.33,24.29~52.29,,1.75,0.29,39.39,16.1,20230203.0,26.743,25.28
5,002415.SZ,海康威视,2010,,20221028,28.4,3.169,2.46,16.6625,-4.5%,40.5%,30.75,17.13~40.57,17.96~41.18,,1.5,0.7,51.53,39.23,,,
6,603866.SH,桃李面包,2015,,20221028,11.33,3.7826,7.77,22.0548,-3.0%,40.5%,18.9,21.06~54.3,24.71~53.55,,2.0,0.88,78.95,16.76,,,
7,000895.SZ,双汇发展,1998,长期,20221028,23.12,8.2093,6.19,14.6206,-2.0%,53.0%,30.9,15.64~28.4,14.29~26.55,,1.5,1.43,92.66,34.59,20230208.0,25.173,15.86
8,600519.SH,贵州茅台,2001,长期,20221028,1360.0,1.5938,1.23,28.6679,-1.0%,51.0%,32.37,33.95~57.07,25.21~54.29,,1.5,16.71,51.72,24.38,,,
9,300628.SZ,亿联网络,2017,,20221028,66.44,1.205,1.55,27.4924,1.0%,47.0%,28.96,32.01~59.39,23.51~56.67,,1.75,1.03,43.03,8.28,,,
10,000848.SZ,承德露露,1997,,20221028,7.59,,4.61,13.8533,2.0%,55.5%,22.17,13.15~24.55,14.12~24.84,,1.75,0.35,81.07,31.26,,,
11,002841.SZ,视源股份,2017,,20221028,66.12,1.3035,1.15,22.235,2.5%,41.0%,32.54,20.56~50.56,22.99~56.53,,2.0,0.76,34.38,47.02,20230209.0,64.33,21.91
12,603589.SH,口子窖,2015,,20221028,40.7,3.6663,3.17,13.731,9.5%,41.0%,23.49,12.13~33.07,12.85~33.17,,2.0,1.29,51.89,28.32,,,
13,002508.SZ,老板电器,2010,,20221028,21.09,2.3585,2.89,16.3684,9.5%,63.0%,24.01,16.61~24.57,13.63~26.91,,1.5,0.61,39.35,34.91,,,
14,603899.SH,晨光股份,2015,长期,20221028,40.65,1.4773,1.01,27.298,11.0%,40.0%,26.23,24.05~70.47,24.84~63.84,,1.75,0.41,35.76,39.98,,,
15,603288.SH,海天味业,2014,长期,20221028,61.7,1.1198,1.52,43.1219,12.0%,44.5%,33.46,44.02~99.3,33.96~92.16,,1.75,0.94,55.97,30.65,,,
16,603568.SH,伟明环保,2015,,20221028,19.1,0.5236,1.36,20.4088,13.5%,60.0%,25.51,17.8~33.44,17.98~34.04,,2.0,0.26,27.33,43.46,,,
17,603833.SH,欧派家居,2017,,20221028,84.01,2.0831,1.38,20.127,14.0%,41.0%,22.46,18.4~47.02,16.83~49.47,,2.0,1.16,30.31,35.64,,,
