,证券代码,证券简称,上市年份,跟踪时间,日期,收盘价,股息率,五年股息率,PE_TTM,距离买点%,距离卖点%,五年ROE,三年估值范围,五年估值范围,数据修正,标准差倍数,五年平均每股分红,五年平均分红率,五年平均负债率,买入日期,买入价格,买入PE
0,002507.SZ,涪陵榨菜,2010,长期,20230315,24.55,1.4257,1.18,24.2452,4.0%,44.5%,21.59,24.23~55.65,22.27~52.25,,1.75,0.29,39.39,16.1,20230203.0,26.743,25.28
1,600887.SH,伊利股份,1996,长期,20230315,29.19,3.2894,2.74,21.1731,7.5%,58.0%,24.44,19.26~37.28,19.85~34.99,,1.75,0.8,69.39,51.14,,,
2,600036.SH,招商银行,2002,长期,20230315,34.88,4.3635,3.3,6.3739,13.5%,43.5%,15.51,5.15~14.93,6.1~13.9,,2.0,1.15,31.07,91.57,,,
3,000895.SZ,双汇发展,1998,长期,20230315,25.58,7.4199,5.59,16.1763,14.5%,58.5%,30.9,14.54~28.46,13.69~26.39,,1.5,1.43,92.66,34.59,20230208.0,25.173,15.86
4,300628.SZ,亿联网络,2017,,20230315,67.49,1.1863,1.53,27.86,14.5%,46.5%,28.96,26.52~61.12,22.44~56.98,,1.75,1.03,43.03,8.28,,,
5,603568.SH,伟明环保,2015,,20230315,18.83,0.5311,1.38,20.1203,16.0%,60.5%,25.51,16.88~33.06,17.65~32.61,,2.0,0.26,27.33,43.46,,,
6,000848.SZ,承德露露,1997,,20230315,8.66,,4.04,15.8062,19.0%,64.5%,22.17,12.82~24.56,13.67~24.19,,1.75,0.35,81.07,31.26,,,
7,603288.SH,海天味业,2014,长期,20230315,75.1,0.92,1.25,52.4871,21.0%,56.5%,33.46,46.87~95.57,39.89~87.75,,1.5,0.94,55.97,30.65,,,
8,000333.SZ,美的集团,2013,长期,20230315,50.46,3.3073,2.93,11.9322,21.5%,47.5%,25.21,9.33~25.75,10.22~24.02,,1.75,1.48,43.94,65.34,,,
9,002032.SZ,苏泊尔,2004,,20230315,54.8,5.7943,1.92,21.4321,23.0%,57.5%,28.57,15.96~36.76,19.06~37.52,,1.5,1.05,45.55,42.99,,,
10,300482.SZ,万孚生物,2015,,20230315,32.21,0.9274,1.09,11.4813,24.0%,17.0%,21.49,8.74~61.14,9.8~68.58,修正标准差,2.25,0.35,27.39,24.92,,,
11,600885.SH,宏发股份,1996,,20230315,33.6,0.912,1.04,28.9524,26.5%,51.5%,16.79,26.99~57.51,19.7~54.2,,1.75,0.35,30.75,33.39,,,
12,600519.SH,贵州茅台,2001,长期,20230315,1750.92,2.4893,0.95,36.9082,26.5%,65.5%,32.37,34.44~56.94,25.19~54.29,,1.5,16.71,51.72,24.38,,,
13,000049.SZ,德赛电池,1995,,20230315,41.96,1.7929,1.41,13.8328,29.0%,53.0%,25.27,10.41~26.53,10.96~25.22,,2.0,0.59,23.65,70.97,,,
14,002841.SZ,视源股份,2017,,20230315,67.0,1.2768,1.13,22.7045,29.5%,41.5%,32.54,16.11~51.37,19.06~57.62,,2.0,0.76,34.38,47.02,20230209.0,64.33,21.91
15,002884.SZ,凌霄泵业,2017,,20230315,15.8,6.3291,7.09,12.012,31.0%,50.5%,20.71,10.4~23.7,8.12~23.2,,2.0,1.12,74.54,8.45,,,
16,002508.SZ,老板电器,2010,,20230315,28.11,1.7695,2.17,21.8167,39.0%,88.0%,24.01,16.76~25.0,14.69~24.49,,1.5,0.61,39.35,34.91,,,
17,600298.SH,安琪酵母,2000,长期,20230315,39.55,1.2114,1.06,28.9372,43.5%,64.0%,21.99,21.18~46.12,19.15~43.49,,2.0,0.42,34.31,46.8,,,
18,300357.SZ,我武生物,2014,,20230315,51.85,0.3877,0.46,69.5003,44.0%,54.5%,24.02,55.02~131.82,42.71~120.61,,1.5,0.24,31.29,5.72,,,
19,603899.SH,晨光股份,2015,长期,20230315,51.35,1.1695,0.8,35.6286,53.0%,52.5%,26.23,22.1~70.28,24.45~63.85,,1.75,0.41,35.76,39.98,,,
20,600600.SH,青岛啤酒,1993,长期,20230315,112.42,0.9786,0.59,40.2364,54.5%,62.5%,10.23,27.58~65.82,24.51~62.05,,2.0,0.66,44.87,46.37,,,
21,300529.SZ,健帆生物,2016,,20230315,30.9,2.8727,2.2,20.6749,56.5%,22.0%,30.4,9.79~95.59,20.09~88.47,,1.75,0.68,60.1,17.78,20230202.0,34.897,23.21
22,600612.SH,老凤祥,1992,,20230315,50.67,2.8617,2.37,15.5888,57.0%,74.0%,21.21,9.42~20.32,10.44~21.62,,2.0,1.2,45.31,51.38,,,
23,603866.SH,桃李面包,2015,,20230315,16.18,2.6488,5.44,33.2878,57.5%,61.5%,18.9,19.27~53.41,23.25~53.73,,2.0,0.88,78.95,16.76,,,
24,300015.SZ,爱尔眼科,2009,长期,20230315,29.71,0.3043,0.61,79.6497,59.0%,44.5%,20.49,54.84~185.84,45.99~166.65,,1.75,0.18,41.94,39.14,,,
25,601318.SH,中国平安,2007,长期,20230315,45.95,5.1827,2.89,8.7096,60.0%,62.5%,18.87,5.16~13.2,5.72~14.5,,2.25,1.33,19.94,89.53,,,
26,600085.SH,同仁堂,1997,长期,20230315,50.32,0.5763,0.74,52.6714,60.5%,97.5%,11.77,35.16~54.2,30.59~53.41,,1.75,0.37,48.2,30.18,,,
27,000538.SZ,云南白药,1993,长期,20230315,54.02,2.1149,4.44,36.5189,62.0%,93.0%,14.5,23.04~39.8,21.9~38.34,,1.75,2.4,73.32,29.85,,,
28,002304.SZ,洋河股份,2009,,20230315,164.99,1.8176,1.79,26.544,62.5%,63.0%,21.82,19.26~43.12,14.08~40.3,,1.75,2.95,59.95,32.33,,,
29,600436.SH,片仔癀,2003,长期,20230315,297.1,0.4073,0.27,72.5972,63.0%,60.0%,24.1,53.68~126.24,37.94~114.9,,1.5,0.79,31.76,20.16,,,
30,002415.SZ,海康威视,2010,,20230315,39.08,2.32,1.79,28.5287,68.5%,71.5%,30.75,16.27~40.53,17.51~38.71,,1.5,0.7,51.53,39.23,,,
31,603833.SH,欧派家居,2017,,20230315,128.32,1.3638,0.9,30.7427,70.0%,65.5%,22.46,18.9~47.06,17.19~46.49,,2.0,1.16,30.31,35.64,,,
32,002867.SZ,周大生,2017,,20230315,15.82,3.1309,3.16,15.0837,72.0%,58.0%,21.77,8.24~25.18,9.36~26.18,,2.0,0.5,38.02,21.25,,,
33,603369.SH,今世缘,2014,,20230315,59.71,0.982,0.69,31.0583,74.5%,67.5%,20.74,20.13~47.61,15.92~44.28,,1.75,0.41,35.75,30.0,,,
34,002916.SZ,深南电路,2017,,20230315,81.09,1.1715,1.06,25.3635,75.5%,40.0%,21.79,12.75~61.07,16.55~64.57,,2.25,0.86,31.74,53.79,,,
35,603360.SH,百傲化学,2017,,20230315,18.0,,3.17,10.9321,77.5%,41.5%,23.28,9.25~20.87,4.61~34.87,,2.0,0.57,64.62,18.77,,,
36,000858.SZ,五粮液,1998,长期,20230315,192.32,1.5719,1.12,28.669,80.5%,50.5%,23.54,18.17~58.63,14.01~53.33,,1.75,2.16,50.18,24.79,,,
37,601155.SH,新城控股,2015,,20230315,17.32,,7.39,3.8823,89.5%,42.0%,33.68,2.71~7.73,1.64~11.28,,2.25,1.28,28.97,85.18,,,
38,000661.SZ,长春高新,1996,长期,20230315,184.47,0.431,0.46,18.3212,90.0%,24.0%,24.93,10.4~72.8,8.94~79.54,修正标准差,1.75,0.84,12.95,28.62,,,
39,603589.SH,口子窖,2015,,20230315,70.65,2.1121,1.83,23.8352,90.5%,72.5%,23.49,12.42~33.12,12.51~32.07,,2.0,1.29,51.89,28.32,,,
40,603707.SH,健友股份,2017,,20230315,16.6,0.6951,1.08,23.9323,91.0%,32.5%,21.5,12.0~73.76,13.01~72.41,,2.25,0.18,22.01,35.86,,,
41,603387.SH,基蛋生物,2017,,20230315,13.58,1.7883,2.87,11.0891,93.5%,27.0%,21.38,5.39~36.99,6.06~42.9,,2.0,0.39,30.7,18.17,20230217.0,13.253,10.88
42,603605.SH,珀莱雅,2017,,20230315,177.72,0.3431,0.33,71.255,101.0%,75.5%,20.52,56.14~91.04,25.79~96.61,,2.0,0.58,30.36,35.45,,,
43,603848.SH,好太太,2017,,20230315,15.09,1.6567,1.52,23.8117,105.0%,79.0%,20.09,13.98~25.42,9.92~36.44,,2.0,0.23,34.0,21.27,,,
44,603868.SH,飞科电器,2016,,20230315,76.0,1.3158,1.58,37.6241,105.5%,86.0%,28.59,22.01~44.71,15.55~42.41,,1.75,1.2,71.06,27.71,,,
45,002236.SZ,大华股份,2008,,20230315,17.69,1.5069,1.07,20.0776,106.5%,84.0%,21.5,10.73~21.75,8.88~26.4,,2.25,0.19,18.56,47.45,,,
46,603043.SH,广州酒家,2017,,20230315,28.89,1.3808,1.28,32.3544,112.0%,73.5%,21.02,14.18~45.38,16.44~42.2,,2.0,0.37,38.18,26.29,,,
47,600276.SH,恒瑞医药,2000,长期,20230315,41.38,0.3866,0.46,75.4955,115.0%,74.5%,21.4,31.98~103.06,38.89~99.05,,2.0,0.19,17.99,10.67,20210810.0,57.559,56.74
48,603338.SH,浙江鼎力,2015,长期,20230315,55.4,0.6137,0.61,27.2075,116.5%,39.0%,19.68,10.53~72.81,15.52~66.16,,2.25,0.34,19.81,31.38,20230130.0,51.596,
49,300638.SZ,广和通,2017,,20230315,20.59,0.6369,1.26,35.7338,123.0%,39.5%,20.09,15.02~85.6,17.07~92.13,,2.5,0.26,26.93,46.39,,,
50,300726.SZ,宏达电子,2017,,20230315,43.64,1.3749,0.64,21.4231,128.5%,28.5%,20.73,7.79~76.27,11.77~72.97,,2.25,0.28,29.87,12.76,,,
51,002271.SZ,东方雨虹,2008,,20230315,33.51,0.8917,0.81,26.5251,146.0%,57.5%,22.73,16.13~46.43,8.08~44.96,,2.25,0.27,20.63,51.15,,,
52,603444.SH,吉比特,2017,,20230315,358.8,8.3612,2.54,20.2285,148.0%,48.5%,29.83,8.47~43.35,7.82~39.1,,1.75,9.12,67.13,23.01,,,
53,600809.SH,山西汾酒,1994,长期,20230315,268.1,0.6714,0.32,43.3643,150.5%,41.0%,30.23,27.85~109.27,12.52~98.6,,1.75,0.85,37.42,47.02,,,
54,002833.SZ,弘亚数控,2016,,20230315,17.1,2.1721,2.92,15.2569,151.0%,42.5%,24.75,5.23~36.53,7.2~34.14,,2.0,0.5,27.21,23.72,,,
55,300450.SZ,先导智能,2015,,20230315,40.45,1.2342,0.72,28.2045,166.0%,23.0%,21.81,8.18~138.6,14.98~104.88,修正标准差,2.25,0.29,31.15,57.7,,,
56,603180.SH,金牌厨柜,2017,,20230315,38.7,2.7413,2.4,17.3334,171.0%,55.0%,21.88,8.25~27.17,5.21~36.45,修正标准差,2.25,0.93,32.75,48.19,,,
57,300630.SZ,普利制药,2017,,20230315,27.48,0.6961,0.69,24.8832,213.0%,28.5%,23.04,11.33~74.69,6.11~103.47,,2.25,0.19,20.24,30.0,,,
58,002901.SZ,大博医疗,2017,,20230315,38.88,1.2957,1.44,37.2438,221.5%,49.0%,30.19,9.42~78.12,15.0~72.34,,1.75,0.56,48.95,17.49,,,
59,603638.SH,艾迪精密,2017,,20230315,18.2,0.6604,0.99,62.4284,223.0%,69.5%,21.72,28.53~91.35,14.57~86.89,,2.25,0.18,23.53,29.89,,,
60,600690.SH,海尔智家,1993,,20230315,23.7,1.9208,1.6,15.1293,230.5%,42.5%,19.31,5.78~37.52,3.78~33.14,,2.0,0.38,34.95,66.12,,,
61,000651.SZ,格力电器,1996,长期,20230315,37.45,10.5378,5.5,8.1987,309.5%,35.0%,23.67,1.49~24.13,3.04~21.58,,2.0,2.06,46.15,61.2,,,
62,300595.SZ,欧普康视,2017,,20230315,32.52,0.4274,0.49,47.1621,314.5%,27.5%,26.56,19.58~179.38,8.0~158.52,,2.0,0.16,19.24,11.79,,,
63,300571.SZ,平治信息,2016,,20230315,34.39,0.3199,0.64,25.7679,552.5%,60.5%,32.07,13.9~34.26,2.3~54.84,,2.25,0.22,14.21,56.17,,,
64,600763.SH,通策医疗,1996,,20230315,137.03,,0.06,73.4879,724.5%,36.5%,20.27,18.6~214.44,5.86~187.56,,2.0,0.08,17.52,34.43,,,
65,600309.SH,万华化学,2001,长期,20230315,97.72,2.5583,1.76,18.8934,1603.0%,51.5%,35.67,2.05~38.91,0.76~34.06,,1.75,1.72,41.66,56.12,,,
