,证券代码,证券简称,上市年份,跟踪时间,日期,收盘价,股息率,五年股息率,PE_TTM,距离买点%,距离卖点%,五年ROE,三年估值范围,五年估值范围,数据修正,标准差倍数,五年平均每股分红,五年平均分红率,五年平均负债率,买入日期,买入价格,买入PE
0,600887.SH,伊利股份,1996,长期,20230410,28.86,3.327,2.77,20.9338,8.0%,57.5%,24.44,19.0~37.34,19.65~35.01,,1.75,0.8,69.39,51.14,,,
1,002507.SZ,涪陵榨菜,2010,长期,20230410,25.12,1.3933,1.15,24.8081,9.5%,45.5%,21.59,23.38~55.82,21.89~52.21,,1.75,0.29,39.39,16.1,20230203.0,26.743,25.28
2,603568.SH,伟明环保,2015,,20230410,18.37,0.5444,1.42,19.6288,14.5%,59.5%,25.51,16.65~32.81,17.47~32.53,,2.0,0.26,27.33,43.46,,,
3,000895.SZ,双汇发展,1998,长期,20230410,25.95,7.3141,5.51,15.9953,14.5%,58.0%,30.9,14.28~28.38,13.6~26.38,,1.5,1.43,92.66,34.59,20230208.0,25.173,15.86
4,600036.SH,招商银行,2002,长期,20230410,34.24,4.4451,3.36,6.2569,15.0%,42.5%,15.51,4.98~14.98,5.94~13.92,,2.0,1.15,31.07,91.57,,,
5,000848.SZ,承德露露,1997,,20230410,8.6,,4.07,15.6967,18.0%,64.0%,22.17,12.88~24.54,13.59~24.11,,1.75,0.35,81.07,31.26,,,
6,002032.SZ,苏泊尔,2004,,20230410,52.05,6.1005,2.02,20.3566,18.0%,54.5%,28.57,15.74~36.62,18.92~37.52,,1.5,1.05,45.55,42.99,,,
7,300628.SZ,亿联网络,2017,,20230410,69.36,1.1543,1.49,28.6319,18.5%,48.0%,28.96,26.0~61.18,22.4~56.98,,1.75,1.03,43.03,8.28,,,
8,600519.SH,贵州茅台,2001,长期,20230410,1771.7,2.4601,0.94,35.4868,21.0%,63.5%,32.37,34.7~56.84,25.27~54.29,,1.5,16.71,51.72,24.38,,,
9,600885.SH,宏发股份,1996,,20230410,32.91,0.9311,1.06,27.5098,21.5%,48.5%,16.79,26.69~57.63,19.57~54.19,,1.75,0.35,30.75,33.39,,,
10,603288.SH,海天味业,2014,长期,20230410,75.7,0.9127,1.24,52.9065,22.0%,57.5%,33.46,46.54~95.6,40.13~87.69,,1.5,0.94,55.97,30.65,,,
11,300482.SZ,万孚生物,2015,,20230410,31.41,0.951,1.11,11.6646,29.0%,18.0%,21.49,8.41~58.9,9.66~67.62,修正标准差,2.25,0.35,27.39,24.92,,,
12,002884.SZ,凌霄泵业,2017,,20230410,15.91,6.2854,7.04,12.0956,33.0%,51.5%,20.71,10.29~23.71,8.07~22.99,,2.0,1.12,74.54,8.45,,,
13,600298.SH,安琪酵母,2000,长期,20230410,40.7,1.1772,1.03,26.7684,33.5%,59.5%,21.99,21.03~46.13,19.09~43.47,,2.0,0.42,34.31,46.8,,,
14,000333.SZ,美的集团,2013,长期,20230410,54.76,3.0476,2.7,12.949,34.0%,52.0%,25.21,9.22~25.78,10.09~23.93,,1.75,1.48,43.94,65.34,,,
15,000049.SZ,德赛电池,1995,,20230410,43.91,1.7132,1.34,14.4757,36.5%,55.5%,25.27,10.3~26.56,10.87~25.09,,2.0,0.59,23.65,70.97,,,
16,300357.SZ,我武生物,2014,,20230410,49.72,0.4043,0.48,66.6452,38.0%,52.5%,24.02,54.54~131.88,43.13~120.53,,1.5,0.24,31.29,5.72,,,
17,002508.SZ,老板电器,2010,,20230410,29.36,1.6942,2.08,22.7869,44.0%,92.0%,24.01,17.04~25.0,14.7~24.46,,1.5,0.61,39.35,34.91,,,
18,000538.SZ,云南白药,1993,长期,20230410,55.26,2.0674,4.34,33.0858,46.0%,84.0%,14.5,23.4~39.92,21.88~38.44,,1.75,2.4,73.32,29.85,,,
19,603866.SH,桃李面包,2015,,20230410,14.92,2.8725,5.9,31.0751,48.0%,57.5%,18.9,19.18~52.88,23.08~53.6,,2.0,0.88,78.95,16.76,,,
20,002841.SZ,视源股份,2017,,20230410,76.19,1.1228,1.0,25.8187,50.5%,47.0%,32.54,15.81~51.39,18.68~57.4,,2.0,0.76,34.38,47.02,20230209.0,64.33,21.91
21,002304.SZ,洋河股份,2009,,20230410,155.7,1.9261,1.89,25.0494,51.0%,60.0%,21.82,19.99~42.81,14.11~40.31,,1.75,2.95,59.95,32.33,,,
22,603899.SH,晨光股份,2015,长期,20230410,48.41,1.2405,0.85,34.9897,52.5%,51.5%,26.23,21.73~70.27,24.23~63.81,,1.75,0.41,35.76,39.98,,,
23,600436.SH,片仔癀,2003,长期,20230410,284.69,0.425,0.28,69.5647,54.5%,57.5%,24.1,54.66~125.96,38.06~114.9,,1.5,0.79,31.76,20.16,,,
24,603360.SH,百傲化学,2017,,20230410,15.38,,3.71,9.3409,58.5%,35.0%,23.28,9.0~20.86,4.36~34.64,,2.0,0.57,64.62,18.77,,,
25,600085.SH,同仁堂,1997,长期,20230410,54.71,0.5301,0.68,52.6249,58.5%,97.5%,11.77,36.16~54.18,30.53~53.61,,1.75,0.37,48.2,30.18,,,
26,300015.SZ,爱尔眼科,2009,长期,20230410,31.1,0.2907,0.58,83.3761,67.0%,47.0%,20.49,54.54~185.9,45.8~166.62,,1.75,0.18,41.94,39.14,,,
27,603833.SH,欧派家居,2017,,20230410,130.81,1.3378,0.89,31.3392,70.0%,67.0%,22.46,19.39~46.91,17.49~45.69,,2.0,1.16,30.31,35.64,,,
28,603589.SH,口子窖,2015,,20230410,64.37,2.3181,2.0,21.7166,70.0%,66.0%,23.49,12.98~32.98,12.54~31.94,,2.0,1.29,51.89,28.32,,,
29,002867.SZ,周大生,2017,,20230410,16.0,3.0956,3.12,15.2553,71.5%,59.5%,21.77,8.32~25.18,9.49~25.71,,2.0,0.5,38.02,21.25,,,
30,000858.SZ,五粮液,1998,长期,20230410,184.65,1.6372,1.17,27.5256,73.0%,48.5%,23.54,18.27~58.61,13.98~53.3,,1.75,2.16,50.18,24.79,,,
31,600600.SH,青岛啤酒,1993,长期,20230410,124.33,0.8849,0.53,45.7106,73.5%,71.0%,10.23,28.35~65.55,24.46~61.98,,2.0,0.66,44.87,46.37,,,
32,603369.SH,今世缘,2014,,20230410,63.15,0.9285,0.65,32.8477,81.0%,71.5%,20.74,20.54~47.58,16.15~44.33,,1.75,0.41,35.75,30.0,,,
33,601318.SH,中国平安,2007,长期,20230410,46.06,5.1703,2.89,10.0507,83.5%,72.5%,18.87,5.18~13.24,5.78~14.34,,2.25,1.33,19.94,89.53,,,
34,000661.SZ,长春高新,1996,长期,20230410,169.08,0.4703,0.5,16.5281,83.5%,21.5%,24.93,10.12~70.84,8.07~79.57,修正标准差,1.75,0.84,12.95,28.62,,,
35,600612.SH,老凤祥,1992,,20230410,59.74,2.4272,2.01,18.3793,84.5%,87.5%,21.21,9.44~20.4,10.46~21.54,,2.0,1.2,45.31,51.38,,,
36,603338.SH,浙江鼎力,2015,长期,20230410,55.9,0.6082,0.61,22.5135,89.0%,32.0%,19.68,9.83~72.93,15.02~66.18,,2.25,0.34,19.81,31.38,20230130.0,51.596,
