,证券代码,证券简称,上市年份,跟踪时间,日期,收盘价,股息率,五年股息率,PE_TTM,距离买点%,距离卖点%,五年ROE,三年估值范围,五年估值范围,数据修正,标准差倍数,五年平均每股分红,五年平均分红率,五年平均负债率,买入日期,买入价格,买入PE
0,002507.SZ,涪陵榨菜,2010,长期,20230308,25.38,1.379,1.14,25.0649,7.0%,46.0%,21.59,24.48~55.58,22.35~52.27,,1.75,0.29,39.39,16.1,20230203.0,26.743,25.28
1,600887.SH,伊利股份,1996,长期,20230308,29.87,3.2145,2.68,21.6664,10.0%,59.5%,24.44,19.32~37.26,19.91~35.01,,1.75,0.8,69.39,51.14,,,
2,000895.SZ,双汇发展,1998,长期,20230308,25.8,7.3566,5.54,16.3154,14.5%,59.0%,30.9,14.61~28.47,13.73~26.41,,1.5,1.43,92.66,34.59,20230208.0,25.173,15.86
3,603568.SH,伟明环保,2015,,20230308,18.85,0.5305,1.38,20.1416,15.5%,60.5%,25.51,16.96~33.1,17.69~32.65,,2.0,0.26,27.33,43.46,,,
4,600036.SH,招商银行,2002,长期,20230308,36.0,4.2278,3.19,6.5785,16.5%,45.5%,15.51,5.21~14.91,6.14~13.88,,2.0,1.15,31.07,91.57,,,
5,300628.SZ,亿联网络,2017,,20230308,69.31,1.1551,1.49,28.6113,16.5%,48.0%,28.96,26.78~61.08,22.49~56.97,,1.75,1.03,43.03,8.28,,,
6,300482.SZ,万孚生物,2015,,20230308,32.57,0.9172,1.07,11.6096,24.0%,17.0%,21.49,8.83~61.81,9.84~68.9,修正标准差,2.25,0.35,27.39,24.92,,,
7,002841.SZ,视源股份,2017,,20230308,65.21,1.3119,1.17,22.0979,24.5%,40.5%,32.54,16.29~51.35,19.25~57.63,,2.0,0.76,34.38,47.02,20230209.0,64.33,21.91
8,603288.SH,海天味业,2014,长期,20230308,77.3,0.8938,1.22,54.0247,25.0%,58.5%,33.46,46.87~95.57,39.84~87.76,,1.5,0.94,55.97,30.65,,,
9,000848.SZ,承德露露,1997,,20230308,9.11,,3.84,16.6276,25.0%,67.5%,22.17,12.81~24.55,13.7~24.22,,1.75,0.35,81.07,31.26,,,
10,000333.SZ,美的集团,2013,长期,20230308,52.29,3.1916,2.83,12.3649,25.5%,49.5%,25.21,9.38~25.74,10.26~24.08,,1.75,1.48,43.94,65.34,,,
11,002032.SZ,苏泊尔,2004,,20230308,56.66,5.6041,1.85,22.1595,27.0%,59.5%,28.57,16.02~36.82,19.1~37.52,,1.5,1.05,45.55,42.99,,,
12,600885.SH,宏发股份,1996,,20230308,34.13,0.8978,1.03,29.4091,28.0%,52.5%,16.79,27.12~57.46,19.74~54.2,,1.75,0.35,30.75,33.39,,,
13,600519.SH,贵州茅台,2001,长期,20230308,1770.42,2.4618,0.94,37.3193,28.0%,66.5%,32.37,34.38~56.96,25.19~54.29,,1.5,16.71,51.72,24.38,,,
14,000049.SZ,德赛电池,1995,,20230308,43.38,1.7342,1.36,14.301,33.0%,54.5%,25.27,10.46~26.52,10.98~25.28,,2.0,0.59,23.65,70.97,,,
15,002884.SZ,凌霄泵业,2017,,20230308,16.15,6.192,6.93,12.2781,33.5%,51.5%,20.71,10.41~23.69,8.14~23.26,,2.0,1.12,74.54,8.45,,,
16,600298.SH,安琪酵母,2000,长期,20230308,39.4,1.2161,1.07,28.8275,42.5%,64.0%,21.99,21.22~46.12,19.17~43.51,,2.0,0.42,34.31,46.8,,,
17,300357.SZ,我武生物,2014,,20230308,51.47,0.3905,0.47,68.9909,43.5%,54.5%,24.02,55.07~131.81,42.52~120.64,,1.5,0.24,31.29,5.72,,,
18,002508.SZ,老板电器,2010,,20230308,29.32,1.6965,2.08,22.7558,45.5%,91.5%,24.01,16.7~24.98,14.67~24.53,,1.5,0.61,39.35,34.91,,,
19,300529.SZ,健帆生物,2016,,20230308,30.75,2.8868,2.21,20.5745,49.5%,22.0%,30.4,10.31~95.67,20.41~88.39,,1.75,0.68,60.1,17.78,20230202.0,34.897,23.21
20,603899.SH,晨光股份,2015,长期,20230308,50.57,1.1875,0.81,35.0874,50.5%,51.5%,26.23,22.17~70.29,24.5~63.86,,1.75,0.41,35.76,39.98,,,
21,600600.SH,青岛啤酒,1993,长期,20230308,113.7,0.9676,0.58,40.6945,56.5%,63.0%,10.23,27.33~65.93,24.53~62.13,,2.0,0.66,44.87,46.37,,,
22,600085.SH,同仁堂,1997,长期,20230308,49.59,0.5848,0.75,51.9073,58.5%,96.0%,11.77,34.87~54.19,30.61~53.35,,1.75,0.37,48.2,30.18,,,
23,600612.SH,老凤祥,1992,,20230308,51.49,2.8161,2.33,15.8411,59.5%,75.0%,21.21,9.42~20.32,10.44~21.66,,2.0,1.2,45.31,51.38,,,
24,300015.SZ,爱尔眼科,2009,长期,20230308,30.33,0.298,0.59,81.3118,61.5%,45.5%,20.49,55.0~185.8,46.02~166.64,,1.75,0.18,41.94,39.14,,,
25,603866.SH,桃李面包,2015,,20230308,16.77,2.5556,5.25,34.5016,63.0%,64.0%,18.9,19.28~53.56,23.29~53.75,,2.0,0.88,78.95,16.76,,,
26,000538.SZ,云南白药,1993,长期,20230308,54.42,2.0993,4.41,36.7893,63.5%,94.0%,14.5,22.91~39.75,21.91~38.31,,1.75,2.4,73.32,29.85,,,
27,002304.SZ,洋河股份,2009,,20230308,167.86,1.7866,1.76,27.0058,66.0%,64.0%,21.82,19.08~43.18,14.07~40.31,,1.75,2.95,59.95,32.33,,,
28,601318.SH,中国平安,2007,长期,20230308,47.23,5.0422,2.82,8.9522,66.0%,63.5%,18.87,5.16~13.2,5.61~14.69,,2.25,1.33,19.94,89.53,,,
29,600436.SH,片仔癀,2003,长期,20230308,303.05,0.3993,0.26,74.0511,66.5%,61.0%,24.1,53.3~126.34,37.88~114.88,,1.5,0.79,31.76,20.16,,,
30,002415.SZ,海康威视,2010,,20230308,39.0,2.3248,1.79,28.4703,68.5%,71.5%,30.75,16.23~40.51,17.48~38.84,,1.5,0.7,51.53,39.23,,,
