,证券代码,证券简称,上市年份,跟踪时间,日期,收盘价,股息率,五年股息率,PE_TTM,距离买点%,距离卖点%,五年ROE,三年估值范围,五年估值范围,数据修正,标准差倍数,五年平均每股分红,五年平均分红率,五年平均负债率,买入日期,买入价格,买入PE
0,600887.SH,伊利股份,1996,长期,20230419,28.22,3.4025,2.83,20.4695,6.0%,56.0%,24.44,18.86~37.38,19.54~35.02,,1.75,0.8,69.39,51.14,,,
1,300628.SZ,亿联网络,2017,,20230419,62.29,1.2853,1.65,25.7134,7.5%,43.0%,28.96,25.65~61.29,22.27~57.01,,1.75,1.03,43.03,8.28,,,
2,002507.SZ,涪陵榨菜,2010,长期,20230419,24.84,1.409,1.17,24.5316,9.0%,44.5%,21.59,23.02~55.82,21.72~52.2,,1.75,0.29,39.39,16.1,20230203.0,26.743,25.28
3,603568.SH,伟明环保,2015,,20230419,18.26,0.5476,1.42,19.5112,14.5%,59.5%,25.51,16.61~32.61,17.41~32.47,,2.0,0.26,27.33,43.46,,,
4,000848.SZ,承德露露,1997,,20230419,8.36,,4.19,15.2587,15.0%,62.5%,22.17,12.9~24.54,13.54~24.08,,1.75,0.35,81.07,31.26,,,
5,000895.SZ,双汇发展,1998,长期,20230419,26.34,7.2058,5.43,16.2357,16.5%,59.0%,30.9,14.16~28.32,13.57~26.37,,1.5,1.43,92.66,34.59,20230208.0,25.173,15.86
6,603288.SH,海天味业,2014,长期,20230419,73.24,0.9433,1.28,51.1872,18.5%,55.5%,33.46,46.29~95.63,40.21~87.69,,1.5,0.94,55.97,30.65,,,
7,600519.SH,贵州茅台,2001,长期,20230419,1759.0,2.4778,0.95,35.2324,20.0%,62.5%,32.37,34.64~56.86,25.31~54.29,,1.5,16.71,51.72,24.38,,,
8,600036.SH,招商银行,2002,长期,20230419,35.5,4.2873,3.24,6.4871,21.0%,44.5%,15.51,4.91~15.01,5.88~13.94,,2.0,1.15,31.07,91.57,,,
9,600885.SH,宏发股份,1996,,20230419,32.7,0.9371,1.07,27.3343,21.0%,48.5%,16.79,26.49~57.71,19.53~54.21,,1.75,0.35,30.75,33.39,,,
10,002032.SZ,苏泊尔,2004,,20230419,53.09,5.9948,1.98,20.7153,21.0%,55.5%,28.57,15.63~36.57,18.83~37.51,,1.5,1.05,45.55,42.99,,,
11,300482.SZ,万孚生物,2015,,20230419,29.44,1.0147,1.19,10.9331,22.5%,17.0%,21.49,8.26~57.82,9.59~67.17,修正标准差,2.25,0.35,27.39,24.92,,,
12,000049.SZ,德赛电池,1995,,20230419,41.09,1.8308,1.44,13.546,28.5%,52.0%,25.27,10.24~26.58,10.81~25.05,,2.0,0.59,23.65,70.97,,,
13,300357.SZ,我武生物,2014,,20230419,47.01,0.4276,0.51,63.0127,30.5%,49.5%,24.02,54.14~131.9,43.26~120.52,,1.5,0.24,31.29,5.72,,,
14,600298.SH,安琪酵母,2000,长期,20230419,40.28,1.1895,1.04,26.4921,32.5%,58.5%,21.99,20.89~46.15,19.04~43.46,,2.0,0.42,34.31,46.8,,,
15,002508.SZ,老板电器,2010,,20230419,27.69,1.7963,2.2,21.4908,35.5%,86.0%,24.01,17.09~25.01,14.7~24.46,,1.5,0.61,39.35,34.91,,,
16,000333.SZ,美的集团,2013,长期,20230419,56.08,2.9759,2.64,13.2611,38.0%,53.0%,25.21,9.17~25.79,10.04~23.9,,1.75,1.48,43.94,65.34,,,
17,002841.SZ,视源股份,2017,,20230419,69.9,1.2239,1.09,23.6872,39.0%,43.5%,32.54,15.66~51.4,18.52~57.28,,2.0,0.76,34.38,47.02,20230209.0,64.33,21.91
18,000538.SZ,云南白药,1993,长期,20230419,54.48,2.097,4.41,32.6188,43.5%,82.5%,14.5,23.53~39.93,21.89~38.47,,1.75,2.4,73.32,29.85,,,
19,600436.SH,片仔癀,2003,长期,20230419,273.96,0.4417,0.29,64.7481,43.5%,53.5%,24.1,54.89~125.91,38.08~114.92,,1.5,0.79,31.76,20.16,,,
20,603866.SH,桃李面包,2015,,20230419,14.13,3.0331,6.23,30.3396,44.5%,56.5%,18.9,19.16~52.56,22.99~53.51,,2.0,0.88,78.95,16.76,,,
