,证券代码,证券简称,上市年份,跟踪时间,日期,收盘价,股息率,五年股息率,PE_TTM,距离买点%,距离卖点%,五年ROE,三年估值范围,五年估值范围,数据修正,标准差倍数,五年平均每股分红,五年平均分红率,五年平均负债率,买入日期,买入价格,买入PE
0,300628.SZ,亿联网络,2017,,20221221,59.08,1.3551,1.74,24.4468,-6.0%,41.5%,28.96,30.02~60.36,22.92~56.82,,1.75,1.03,43.03,8.28,,,
1,002507.SZ,涪陵榨菜,2010,长期,20221221,25.46,1.3747,1.14,24.1754,-1.5%,44.5%,21.59,26.06~55.0,23.24~52.42,,1.75,0.29,39.39,16.1,20230203.0,26.743,25.28
2,002841.SZ,视源股份,2017,,20221221,58.57,1.4606,1.3,19.8438,0.5%,36.0%,32.54,18.48~51.1,21.19~57.09,,2.0,0.76,34.38,47.02,20230209.0,64.33,21.91
3,300529.SZ,健帆生物,2016,,20221221,29.59,2.9998,2.3,19.7993,7.0%,21.0%,30.4,15.46~96.2,23.26~87.48,,1.75,0.68,60.1,17.78,20230202.0,34.897,23.21
4,000895.SZ,双汇发展,1998,长期,20221221,24.93,7.6133,5.74,15.7652,7.5%,57.0%,30.9,15.17~28.49,14.02~26.52,,1.5,1.43,92.66,34.59,20230208.0,25.173,15.86
5,002032.SZ,苏泊尔,2004,,20221221,48.99,6.4815,2.14,19.6917,8.5%,52.0%,28.57,16.76~37.6,19.66~37.54,,1.5,1.05,45.55,42.99,,,
6,603568.SH,伟明环保,2015,,20221221,18.39,0.5438,1.41,19.6501,10.5%,58.0%,25.51,17.58~33.5,17.81~33.53,,2.0,0.26,27.33,43.46,,,
7,600887.SH,伊利股份,1996,长期,20221221,30.93,3.1042,2.59,22.4367,11.0%,61.5%,24.44,19.91~37.21,20.29~35.41,,1.75,0.8,69.39,51.14,,,
8,600036.SH,招商银行,2002,长期,20221221,35.95,4.2337,3.2,6.8052,12.5%,46.5%,15.51,5.66~14.86,6.47~13.91,,2.0,1.15,31.07,91.57,,,
9,000848.SZ,承德露露,1997,,20221221,8.36,,4.19,15.2587,14.0%,61.5%,22.17,12.84~24.58,13.85~24.63,,1.75,0.35,81.07,31.26,,,
10,000333.SZ,美的集团,2013,长期,20221221,51.68,3.2295,2.86,12.2207,18.5%,48.0%,25.21,9.94~25.72,10.62~24.54,,1.75,1.48,43.94,65.34,,,
11,600885.SH,宏发股份,1996,,20221221,32.93,0.9305,1.06,28.3751,20.5%,50.5%,16.79,28.74~57.12,19.96~54.22,,1.75,0.35,30.75,33.39,,,
12,600612.SH,老凤祥,1992,,20221221,42.01,3.4516,2.86,12.6722,26.5%,59.0%,21.21,9.47~20.77,10.54~21.98,,2.0,1.2,45.31,51.38,,,
13,002415.SZ,海康威视,2010,,20221221,33.66,2.6744,2.08,21.6316,26.5%,53.0%,30.75,16.59~40.61,17.53~40.29,,1.5,0.7,51.53,39.23,,,
14,600519.SH,贵州茅台,2001,长期,20221221,1739.0,1.2464,0.96,36.657,27.0%,65.5%,32.37,33.53~57.23,25.18~54.3,,1.5,16.71,51.72,24.38,,,
15,000049.SZ,德赛电池,1995,,20221221,43.9,1.7136,1.34,14.4724,31.5%,54.5%,25.27,10.95~26.69,11.03~25.97,,2.0,0.59,23.65,70.97,,,
16,002884.SZ,凌霄泵业,2017,,20221221,15.76,6.3452,7.11,11.9816,32.0%,49.5%,20.71,10.16~23.82,8.14~24.06,,2.0,1.12,74.54,8.45,,,
17,603866.SH,桃李面包,2015,,20221221,15.7,2.7298,5.61,30.5614,41.5%,56.0%,18.9,19.73~54.01,23.69~53.79,,2.0,0.88,78.95,16.76,,,
18,603288.SH,海天味业,2014,长期,20221221,78.26,0.8828,1.2,54.6956,42.0%,56.5%,33.46,42.93~99.63,34.77~91.95,,1.75,0.94,55.97,30.65,,,
19,002508.SZ,老板电器,2010,,20221221,27.85,1.786,2.19,21.6149,42.5%,85.0%,24.01,16.61~24.63,13.91~25.95,,1.5,0.61,39.35,34.91,,,
20,603360.SH,百傲化学,2017,,20221221,16.53,,3.45,10.0393,42.5%,36.0%,23.28,9.42~22.44,5.6~35.28,,2.0,0.57,64.62,18.77,,,
21,600600.SH,青岛啤酒,1993,长期,20221221,105.45,1.0433,0.63,37.7417,47.0%,58.0%,10.23,26.32~66.34,24.92~62.68,,2.0,0.66,44.87,46.37,,,
22,600085.SH,同仁堂,1997,长期,20221221,45.29,0.6403,0.82,47.4064,48.5%,88.0%,11.77,32.95~54.07,30.68~53.04,,1.75,0.37,48.2,30.18,,,
23,002916.SZ,深南电路,2017,,20221221,72.76,1.3057,1.18,22.812,49.0%,34.5%,21.79,13.07~65.63,18.31~65.17,,2.25,0.86,31.74,53.79,,,
24,603387.SH,基蛋生物,2017,,20221221,13.51,1.7976,2.89,11.0319,50.5%,26.5%,21.38,7.44~37.1,7.19~44.47,,2.0,0.39,30.7,18.17,20230217.0,13.253,10.88
25,002867.SZ,周大生,2017,,20221221,13.92,3.5582,3.59,13.2721,51.0%,50.0%,21.77,8.28~25.2,9.33~27.21,,2.0,0.5,38.02,21.25,,,
26,300015.SZ,爱尔眼科,2009,长期,20221221,28.46,0.3176,0.63,76.2985,51.5%,43.0%,20.49,56.52~185.58,45.05~166.79,,1.75,0.18,41.94,39.14,,,
27,002236.SZ,大华股份,2008,,20221221,11.55,2.3079,1.65,13.1089,51.5%,50.5%,21.5,10.56~22.78,7.32~29.54,,2.25,0.19,18.56,47.45,,,
28,603899.SH,晨光股份,2015,长期,20221221,52.61,1.1415,0.78,36.5029,53.5%,54.0%,26.23,22.87~70.47,24.6~63.9,,1.75,0.41,35.76,39.98,,,
29,603338.SH,浙江鼎力,2015,长期,20221221,47.41,0.7171,0.72,23.2835,54.0%,33.0%,19.68,13.39~72.81,17.22~66.22,,2.25,0.34,19.81,31.38,20230130.0,51.596,
30,300726.SZ,宏达电子,2017,,20221221,41.44,1.4479,0.68,20.3431,60.5%,27.0%,20.73,11.35~75.29,14.28~73.02,,2.25,0.28,29.87,12.76,,,
31,603707.SH,健友股份,2017,,20221221,16.12,0.7158,1.12,23.2402,60.5%,31.0%,21.5,14.19~77.25,14.62~72.02,,2.25,0.18,22.01,35.86,,,
32,000858.SZ,五粮液,1998,长期,20221221,174.49,1.7325,1.24,26.0111,62.0%,46.0%,23.54,18.23~58.65,14.29~53.53,,1.75,2.16,50.18,24.79,,,
33,300357.SZ,我武生物,2014,,20221221,48.3,0.4161,0.5,64.7418,62.0%,48.0%,24.02,50.18~138.2,33.12~127.72,,1.75,0.24,31.29,5.72,,,
34,603589.SH,口子窖,2015,,20221221,58.8,2.5377,2.19,19.8374,63.0%,59.5%,23.49,11.77~33.19,12.52~32.7,,2.0,1.29,51.89,28.32,,,
35,603833.SH,欧派家居,2017,,20221221,118.88,1.4721,0.98,28.4811,63.5%,59.0%,22.46,18.38~47.06,16.39~48.85,,2.0,1.16,30.31,35.64,,,
36,002304.SZ,洋河股份,2009,,20221221,159.5,1.8802,1.85,25.6608,63.5%,60.5%,21.82,17.63~43.59,14.09~40.35,,1.75,2.95,59.95,32.33,,,
37,600298.SH,安琪酵母,2000,长期,20221221,45.0,1.0647,0.93,32.9248,64.0%,73.0%,21.99,20.85~46.17,19.23~43.79,,2.0,0.42,34.31,46.8,,,
