,证券代码,证券简称,上市年份,跟踪时间,日期,收盘价,股息率,五年股息率,PE_TTM,距离买点%,距离卖点%,五年ROE,三年估值范围,五年估值范围,数据修正,标准差倍数,五年平均每股分红,五年平均分红率,五年平均负债率,买入日期,买入价格,买入PE
0,002507.SZ,涪陵榨菜,2010,长期,20230317,24.43,1.4327,1.19,24.1267,4.0%,44.5%,21.59,24.13~55.69,22.22~52.24,,1.75,0.29,39.39,16.1,20230203.0,26.743,25.28
1,600887.SH,伊利股份,1996,长期,20230317,28.87,3.3259,2.77,20.941,6.5%,57.5%,24.44,19.24~37.28,19.82~35.0,,1.75,0.8,69.39,51.14,,,
2,600036.SH,招商银行,2002,长期,20230317,34.36,4.4296,3.35,6.2788,12.5%,43.5%,15.51,5.13~14.93,6.08~13.9,,2.0,1.15,31.07,91.57,,,
3,000895.SZ,双汇发展,1998,长期,20230317,25.19,7.5347,5.68,15.9297,12.5%,57.5%,30.9,14.51~28.45,13.68~26.38,,1.5,1.43,92.66,34.59,20230208.0,25.173,15.86
4,603568.SH,伟明环保,2015,,20230317,18.69,0.535,1.39,19.9707,15.5%,60.5%,25.51,16.85~33.05,17.62~32.6,,2.0,0.26,27.33,43.46,,,
5,000848.SZ,承德露露,1997,,20230317,8.67,,4.04,15.8245,19.0%,64.5%,22.17,12.83~24.55,13.66~24.18,,1.75,0.35,81.07,31.26,,,
6,300482.SZ,万孚生物,2015,,20230317,31.25,0.9559,1.12,11.1391,20.0%,17.0%,21.49,8.7~60.92,9.78~68.46,修正标准差,2.25,0.35,27.39,24.92,,,
7,603288.SH,海天味业,2014,长期,20230317,74.77,0.924,1.26,52.2565,20.5%,56.5%,33.46,46.87~95.57,39.91~87.75,,1.5,0.94,55.97,30.65,,,
8,000333.SZ,美的集团,2013,长期,20230317,50.33,3.3158,2.94,11.9014,21.5%,47.5%,25.21,9.31~25.77,10.21~24.01,,1.75,1.48,43.94,65.34,,,
9,002032.SZ,苏泊尔,2004,,20230317,54.1,5.8693,1.94,21.1583,21.5%,56.5%,28.57,15.93~36.75,19.04~37.52,,1.5,1.05,45.55,42.99,,,
10,600885.SH,宏发股份,1996,,20230317,33.25,0.9216,1.05,28.6508,25.5%,50.5%,16.79,26.96~57.52,19.68~54.2,,1.75,0.35,30.75,33.39,,,
11,600519.SH,贵州茅台,2001,长期,20230317,1742.0,2.502,0.96,36.7202,25.5%,65.5%,32.37,34.5~56.92,25.18~54.3,,1.5,16.71,51.72,24.38,,,
12,000049.SZ,德赛电池,1995,,20230317,40.89,1.8398,1.44,13.4801,26.0%,51.5%,25.27,10.38~26.54,10.95~25.21,,2.0,0.59,23.65,70.97,,,
13,002884.SZ,凌霄泵业,2017,,20230317,15.64,6.3939,7.16,11.8904,30.0%,50.5%,20.71,10.41~23.69,8.11~23.19,,2.0,1.12,74.54,8.45,,,
14,300628.SZ,亿联网络,2017,,20230317,79.65,1.0052,1.29,32.8797,35.0%,55.0%,28.96,26.45~61.13,22.42~56.98,,1.75,1.03,43.03,8.28,,,
15,002508.SZ,老板电器,2010,,20230317,27.71,1.795,2.2,21.5063,36.5%,86.5%,24.01,16.81~24.99,14.68~24.48,,1.5,0.61,39.35,34.91,,,
16,002841.SZ,视源股份,2017,,20230317,71.75,1.1923,1.06,24.3141,39.0%,44.5%,32.54,16.05~51.39,19.0~57.62,,2.0,0.76,34.38,47.02,20230209.0,64.33,21.91
17,600298.SH,安琪酵母,2000,长期,20230317,38.58,1.2419,1.09,28.2275,40.0%,62.5%,21.99,21.18~46.12,19.14~43.5,,2.0,0.42,34.31,46.8,,,
18,300357.SZ,我武生物,2014,,20230317,51.32,0.3917,0.47,68.7899,42.5%,54.5%,24.02,55.02~131.82,42.79~120.61,,1.5,0.24,31.29,5.72,,,
19,600600.SH,青岛啤酒,1993,长期,20230317,108.29,1.016,0.61,38.7582,48.5%,60.0%,10.23,27.72~65.76,24.49~62.03,,2.0,0.66,44.87,46.37,,,
20,603899.SH,晨光股份,2015,长期,20230317,50.63,1.1861,0.81,35.1291,51.0%,52.0%,26.23,22.07~70.29,24.42~63.84,,1.75,0.41,35.76,39.98,,,
21,603866.SH,桃李面包,2015,,20230317,15.88,2.6988,5.54,32.6706,54.5%,60.5%,18.9,19.25~53.37,23.24~53.72,,2.0,0.88,78.95,16.76,,,
22,600436.SH,片仔癀,2003,长期,20230317,284.5,0.4253,0.28,69.5183,56.0%,57.5%,24.1,53.82~126.2,37.96~114.9,,1.5,0.79,31.76,20.16,,,
23,002304.SZ,洋河股份,2009,,20230317,159.5,1.8802,1.85,25.6608,57.0%,61.0%,21.82,19.34~43.08,14.08~40.3,,1.75,2.95,59.95,32.33,,,
24,300529.SZ,健帆生物,2016,,20230317,30.58,2.9028,2.22,20.4608,57.5%,22.0%,30.4,9.58~95.56,19.95~88.51,,1.75,0.68,60.1,17.78,20230202.0,34.897,23.21
25,600612.SH,老凤祥,1992,,20230317,51.66,2.8068,2.32,15.8934,60.0%,75.5%,21.21,9.43~20.33,10.44~21.6,,2.0,1.2,45.31,51.38,,,
26,000538.SZ,云南白药,1993,长期,20230317,54.06,2.1133,4.44,36.5459,62.0%,93.0%,14.5,23.1~39.82,21.9~38.36,,1.75,2.4,73.32,29.85,,,
27,600085.SH,同仁堂,1997,长期,20230317,50.86,0.5702,0.73,53.2367,62.0%,98.5%,11.77,35.29~54.19,30.57~53.45,,1.75,0.37,48.2,30.18,,,
28,300015.SZ,爱尔眼科,2009,长期,20230317,30.67,0.2947,0.59,82.2233,63.5%,46.5%,20.49,54.83~185.83,45.97~166.65,,1.75,0.18,41.94,39.14,,,
29,603833.SH,欧派家居,2017,,20230317,126.1,1.3878,0.92,30.2108,67.0%,64.5%,22.46,18.96~47.04,17.23~46.37,,2.0,1.16,30.31,35.64,,,
30,002867.SZ,周大生,2017,,20230317,15.81,3.1328,3.16,15.0741,71.0%,58.0%,21.77,8.25~25.19,9.37~26.13,,2.0,0.5,38.02,21.25,,,
31,603369.SH,今世缘,2014,,20230317,58.95,0.9947,0.7,30.663,72.0%,66.5%,20.74,20.17~47.61,15.94~44.28,,1.75,0.41,35.75,30.0,,,
32,000661.SZ,长春高新,1996,长期,20230317,166.33,0.478,0.51,16.5195,72.5%,21.0%,24.93,10.37~72.57,8.84~79.54,修正标准差,1.75,0.84,12.95,28.62,,,
33,002415.SZ,海康威视,2010,,20230317,40.35,2.247,1.73,29.4558,74.0%,74.0%,30.75,16.3~40.54,17.52~38.64,,1.5,0.7,51.53,39.23,,,
34,603360.SH,百傲化学,2017,,20230317,17.7,,3.22,10.7499,75.0%,40.5%,23.28,9.22~20.86,4.58~34.84,,2.0,0.57,64.62,18.77,,,
35,000858.SZ,五粮液,1998,长期,20230317,188.5,1.6037,1.15,28.0995,77.0%,49.5%,23.54,18.19~58.63,14.0~53.32,,1.75,2.16,50.18,24.79,,,
36,002916.SZ,深南电路,2017,,20230317,82.1,1.1571,1.05,25.6794,77.5%,40.5%,21.79,12.79~60.81,16.49~64.57,,2.25,0.86,31.74,53.79,,,
37,601155.SH,新城控股,2015,,20230317,16.99,,7.53,3.8083,84.5%,41.0%,33.68,2.7~7.72,1.67~11.23,,2.25,1.28,28.97,85.18,,,
38,601318.SH,中国平安,2007,长期,20230317,46.2,5.1546,2.88,10.0813,85.0%,72.5%,18.87,5.16~13.2,5.73~14.47,,2.25,1.33,19.94,89.53,,,
39,603589.SH,口子窖,2015,,20230317,69.01,2.1622,1.87,23.282,85.5%,71.0%,23.49,12.5~33.1,12.52~32.04,,2.0,1.29,51.89,28.32,,,
40,603707.SH,健友股份,2017,,20230317,16.06,0.7185,1.12,23.1537,86.5%,31.0%,21.5,11.88~73.68,12.92~72.44,,2.25,0.18,22.01,35.86,,,
41,603387.SH,基蛋生物,2017,,20230317,13.51,1.7976,2.89,11.0319,94.5%,27.0%,21.38,5.32~36.98,6.04~42.84,,2.0,0.39,30.7,18.17,20230217.0,13.253,10.88
42,603848.SH,好太太,2017,,20230317,14.69,1.7018,1.57,23.1805,99.0%,77.0%,20.09,13.98~25.44,9.94~36.38,,2.0,0.23,34.0,21.27,,,
43,603605.SH,珀莱雅,2017,,20230317,179.96,0.3388,0.32,72.1531,103.0%,76.5%,20.52,56.23~91.01,25.95~96.59,,2.0,0.58,30.36,35.45,,,
