,证券代码,证券简称,上市年份,跟踪时间,日期,收盘价,股息率,五年股息率,PE_TTM,距离买点%,距离卖点%,五年ROE,三年估值范围,五年估值范围,数据修正,标准差倍数,五年平均每股分红,五年平均分红率,五年平均负债率,买入日期,买入价格,买入PE
0,002507.SZ,涪陵榨菜,2010,长期,20230316,24.35,1.4374,1.19,24.0477,4.0%,44.5%,21.59,24.17~55.67,22.25~52.25,,1.75,0.29,39.39,16.1,20230203.0,26.743,25.28
1,600887.SH,伊利股份,1996,长期,20230316,29.1,3.2996,2.75,21.1078,7.5%,58.0%,24.44,19.26~37.28,19.84~35.0,,1.75,0.8,69.39,51.14,,,
2,600036.SH,招商银行,2002,长期,20230316,34.65,4.3925,3.32,6.3318,12.5%,43.5%,15.51,5.15~14.93,6.09~13.89,,2.0,1.15,31.07,91.57,,,
3,000895.SZ,双汇发展,1998,长期,20230316,25.3,7.502,5.65,15.9992,13.0%,58.0%,30.9,14.52~28.46,13.69~26.39,,1.5,1.43,92.66,34.59,20230208.0,25.173,15.86
4,603568.SH,伟明环保,2015,,20230316,18.6,0.5376,1.4,19.8745,14.5%,60.0%,25.51,16.86~33.06,17.64~32.6,,2.0,0.26,27.33,43.46,,,
5,300628.SZ,亿联网络,2017,,20230316,68.75,1.1645,1.5,28.3801,16.5%,47.5%,28.96,26.47~61.13,22.42~56.98,,1.75,1.03,43.03,8.28,,,
6,000848.SZ,承德露露,1997,,20230316,8.7,,4.02,15.8792,19.5%,64.5%,22.17,12.83~24.55,13.67~24.19,,1.75,0.35,81.07,31.26,,,
7,300482.SZ,万孚生物,2015,,20230316,31.21,0.9571,1.12,11.1248,20.0%,17.0%,21.49,8.72~61.04,9.79~68.51,修正标准差,2.25,0.35,27.39,24.92,,,
8,000333.SZ,美的集团,2013,长期,20230316,50.04,3.3351,2.96,11.8329,20.5%,47.0%,25.21,9.32~25.76,10.21~24.01,,1.75,1.48,43.94,65.34,,,
9,603288.SH,海天味业,2014,长期,20230316,75.44,0.9158,1.25,52.7247,22.0%,57.5%,33.46,46.87~95.57,39.9~87.76,,1.5,0.94,55.97,30.65,,,
10,002032.SZ,苏泊尔,2004,,20230316,54.78,5.7965,1.92,21.4243,23.0%,57.5%,28.57,15.94~36.76,19.05~37.53,,1.5,1.05,45.55,42.99,,,
11,600885.SH,宏发股份,1996,,20230316,33.02,0.928,1.06,28.4526,24.5%,50.5%,16.79,26.97~57.51,19.68~54.2,,1.75,0.35,30.75,33.39,,,
12,600519.SH,贵州茅台,2001,长期,20230316,1751.99,2.4877,0.95,36.9308,26.5%,66.0%,32.37,34.47~56.93,25.19~54.29,,1.5,16.71,51.72,24.38,,,
13,000049.SZ,德赛电池,1995,,20230316,41.03,1.8335,1.44,13.5262,26.5%,51.5%,25.27,10.4~26.54,10.95~25.21,,2.0,0.59,23.65,70.97,,,
14,002841.SZ,视源股份,2017,,20230316,66.08,1.2946,1.15,22.3927,28.0%,40.5%,32.54,16.08~51.38,19.02~57.62,,2.0,0.76,34.38,47.02,20230209.0,64.33,21.91
15,002884.SZ,凌霄泵业,2017,,20230316,15.61,6.4061,7.17,11.8676,30.0%,50.5%,20.71,10.41~23.69,8.12~23.2,,2.0,1.12,74.54,8.45,,,
16,002508.SZ,老板电器,2010,,20230316,27.72,1.7944,2.2,21.514,37.0%,86.5%,24.01,16.79~24.99,14.69~24.49,,1.5,0.61,39.35,34.91,,,
