,证券代码,证券简称,上市年份,跟踪时间,日期,收盘价,股息率,五年股息率,PE_TTM,距离买点%,距离卖点%,五年ROE,三年估值范围,五年估值范围,数据修正,标准差倍数,五年平均每股分红,五年平均分红率,五年平均负债率,买入日期,买入价格,买入PE
0,600887.SH,伊利股份,1996,长期,20230425,27.51,3.4903,2.91,19.9545,4.0%,54.5%,24.44,18.78~37.4,19.5~35.02,,1.75,0.8,69.39,51.14,,,
1,002507.SZ,涪陵榨菜,2010,长期,20230425,23.73,1.4749,1.22,23.4354,5.0%,42.5%,21.59,22.79~55.81,21.63~52.21,,1.75,0.29,39.39,16.1,20230203.0,26.743,25.28
2,603568.SH,伟明环保,2015,,20230425,18.04,0.5543,1.44,18.4876,8.5%,56.0%,25.51,16.57~32.49,17.38~32.44,,2.0,0.26,27.33,43.46,,,
3,600885.SH,宏发股份,1996,,20230425,29.67,1.0328,1.18,24.8015,11.0%,43.5%,16.79,26.35~57.77,19.5~54.2,,1.75,0.35,30.75,33.39,,,
4,603288.SH,海天味业,2014,长期,20230425,70.75,0.9765,1.33,49.4469,14.5%,53.5%,33.46,46.11~95.65,40.22~87.66,,1.5,0.94,55.97,30.65,,,
5,300628.SZ,亿联网络,2017,,20230425,64.05,1.25,1.61,27.32,15.0%,45.5%,28.96,25.46~61.34,22.21~57.01,,1.75,1.03,43.03,8.28,,,
6,000895.SZ,双汇发展,1998,长期,20230425,26.11,7.2692,5.48,16.094,16.0%,58.5%,30.9,14.11~28.27,13.55~26.37,,1.5,1.43,92.66,34.59,20230208.0,25.173,15.86
7,600036.SH,招商银行,2002,长期,20230425,34.03,4.4725,3.38,6.2185,16.5%,42.5%,15.51,4.86~15.02,5.85~13.95,,2.0,1.15,31.07,91.57,,,
8,600519.SH,贵州茅台,2001,长期,20230425,1730.38,2.5188,0.97,34.6592,18.0%,61.5%,32.37,34.58~56.88,25.32~54.28,,1.5,16.71,51.72,24.38,,,
9,002032.SZ,苏泊尔,2004,,20230425,52.71,6.0381,1.99,20.567,20.5%,55.0%,28.57,15.57~36.53,18.79~37.51,,1.5,1.05,45.55,42.99,,,
10,300482.SZ,万孚生物,2015,,20230425,28.69,1.0412,1.22,10.6545,20.5%,16.5%,21.49,8.17~57.21,9.56~66.88,修正标准差,2.25,0.35,27.39,24.92,,,
11,000848.SZ,承德露露,1997,,20230425,8.95,,3.91,16.0061,21.0%,65.5%,22.17,12.9~24.54,13.52~24.06,,1.75,0.35,81.07,31.26,,,
12,000049.SZ,德赛电池,1995,,20230425,37.17,2.0239,1.59,12.847,22.0%,49.5%,25.27,10.21~26.59,10.78~25.04,,2.0,0.59,23.65,70.97,,,
13,600298.SH,安琪酵母,2000,长期,20230425,39.19,1.2228,1.07,25.7712,29.0%,57.0%,21.99,20.8~46.16,19.01~43.45,,2.0,0.42,34.31,46.8,,,
14,002508.SZ,老板电器,2010,,20230425,26.93,1.847,2.27,20.9009,32.0%,84.0%,24.01,17.11~25.01,14.7~24.46,,1.5,0.61,39.35,34.91,,,
15,002841.SZ,视源股份,2017,,20230425,67.39,1.2694,1.13,22.8366,35.0%,41.5%,32.54,15.56~51.42,18.41~57.23,,2.0,0.76,34.38,47.02,20230209.0,64.33,21.91
16,603833.SH,欧派家居,2017,,20230425,114.59,1.5272,1.01,25.9642,39.5%,56.0%,22.46,19.54~46.88,17.6~45.32,,2.0,1.16,30.31,35.64,,,
17,603899.SH,晨光股份,2015,长期,20230425,43.99,1.3651,0.93,31.7951,40.0%,47.0%,26.23,21.4~70.24,24.08~63.8,,1.75,0.41,35.76,39.98,,,
18,600436.SH,片仔癀,2003,长期,20230425,268.86,0.45,0.29,63.5427,40.5%,52.5%,24.1,54.95~125.89,38.07~114.89,,1.5,0.79,31.76,20.16,,,
19,000538.SZ,云南白药,1993,长期,20230425,53.86,2.1211,4.46,32.2476,41.5%,81.5%,14.5,23.58~39.94,21.89~38.47,,1.75,2.4,73.32,29.85,,,
20,000333.SZ,美的集团,2013,长期,20230425,57.65,2.8848,2.57,13.6811,42.5%,55.0%,25.21,9.15~25.79,10.02~23.88,,1.75,1.48,43.94,65.34,,,
21,603866.SH,桃李面包,2015,,20230425,14.12,,6.23,30.3182,45.0%,56.5%,18.9,19.11~52.43,22.94~53.46,,2.0,0.88,78.95,16.76,,,
22,603605.SH,珀莱雅,2017,,20230425,165.15,0.3692,0.35,54.0055,45.5%,57.5%,20.52,56.33~91.09,27.61~96.33,,2.0,0.58,30.36,35.45,,,
23,002304.SZ,洋河股份,2009,,20230425,151.13,1.9843,1.95,24.3142,45.5%,58.0%,21.82,20.32~42.66,14.1~40.3,,1.75,2.95,59.95,32.33,,,
24,300357.SZ,我武生物,2014,,20230425,43.99,0.4569,0.55,70.3247,46.0%,55.5%,24.02,53.95~131.89,43.33~120.49,,1.5,0.24,31.29,5.72,,,
25,002884.SZ,凌霄泵业,2017,,20230425,15.73,6.3573,7.12,13.3345,46.5%,57.0%,20.71,10.29~23.71,8.09~22.83,,2.0,1.12,74.54,8.45,,,
26,600600.SH,青岛啤酒,1993,长期,20230425,117.04,0.94,0.56,39.5649,49.0%,61.5%,10.23,28.69~65.45,24.46~61.94,,2.0,0.66,44.87,46.37,,,
27,603360.SH,百傲化学,2017,,20230425,14.2,,4.01,8.6242,53.0%,32.5%,23.28,8.75~20.85,4.16~34.54,,2.0,0.57,64.62,18.77,,,
28,603589.SH,口子窖,2015,,20230425,59.31,2.5159,2.18,20.0095,54.5%,61.0%,23.49,13.26~32.88,12.52~31.84,,2.0,1.29,51.89,28.32,,,
29,300015.SZ,爱尔眼科,2009,长期,20230425,29.15,0.3101,0.62,78.1483,57.5%,44.0%,20.49,53.92~185.96,45.63~166.59,,1.75,0.18,41.94,39.14,,,
30,000858.SZ,五粮液,1998,长期,20230425,169.8,1.7803,1.27,25.3119,60.0%,45.0%,23.54,18.09~58.65,13.91~53.29,,1.75,2.16,50.18,24.79,,,
31,002867.SZ,周大生,2017,,20230425,15.38,3.2204,3.25,14.6641,63.5%,57.5%,21.77,8.39~25.17,9.55~25.45,,2.0,0.5,38.02,21.25,,,
